,Unnamed: 0,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location,Unnamed: 0.1
527,64,1 4 2 6 5 - 1 - R U M A H   B E R K E M B A R   2   T I N G K A T,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,14265,14265-1/02-2018/0142(L),27 Feb 2016,26 Feb 2018,-,nursyazana@pmint.gov.my,-,"14265-1,",PERMIT TIDAK WUJUD,14265-1/02-2018/0142(P),27 Feb 2016,26 Feb 2018,"RM 495,435.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,10.0,10.0,"495,435.00","528,080.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/14265-1,"(444, '14265-1')",64.0
528,65,1 4 4 0 0 - 1 - T A M A N   P E R U M A H A N   N A J I H A H,WNM PROPERTIES (M) SDN. BHD.,14400,14400-1/06-2018/0475(L),29 Jun 2016,28 Jun 2018,-,-,-,"14400-1,",SAKIT,14400-1/06-2018/0475(P),29 Jun 2016,28 Jun 2018,"RM 338,000.00",170.00mps,RUMAH SESEBUAH,1.0,0,0,170,15.0,12.0,"338,000.00","375,000.00",68.17,"[""5.763976, 102.569698""]",,https://teduh.kpkt.gov.my/project-swasta/14400-1,"(384, '14400-1')",65.0
529,66,1 4 4 4 8 - 1 - J A S A     B A K T I   S D N   B H D,JASA BAKTI (SDN) BHD.,14448,14448/01-2026/0104(R),04 Jan 2023,03 Jan 2026,-,-,-,"14448-1,",BERJALAN LANCAR,14448-1/01-2025/1679(R)-(L),04 Jan 2024,03 Jan 2025,"RM 271,400.00",80.02mps - 354.87mps,RUMAH SESEBUAH,1.0,0,0,134,2.0,1.0,"399,350.00","420,000.00",70.0,"[""5.354000, 103.061000""]",,https://teduh.kpkt.gov.my/project-swasta/14448-1,"(467, '14448-1')",66.0
530,67,1 4 4 4 8 - 1 - J A S A     B A K T I   S D N   B H D,JASA BAKTI (SDN) BHD.,14448,14448/01-2026/0104(R),04 Jan 2023,03 Jan 2026,-,-,-,"14448-1,",BERJALAN LANCAR,14448-1/01-2025/1679(R)-(L),04 Jan 2024,03 Jan 2025,"RM 271,400.00",80.02mps - 354.87mps,RUMAH BERKEMBAR,1.0,3,2,80 - 83,16.0,13.0,"271,400.00","350,000.00",80.0,"[""5.354000, 103.061000""]",,https://teduh.kpkt.gov.my/project-swasta/14448-1,"(467, '14448-1')",67.0
531,68,1 4 4 4 8 - 1 - J A S A     B A K T I   S D N   B H D,JASA BAKTI (SDN) BHD.,14448,14448/01-2026/0104(R),04 Jan 2023,03 Jan 2026,-,-,-,"14448-1,",BERJALAN LANCAR,14448-1/01-2025/1679(R)-(L),04 Jan 2024,03 Jan 2025,"RM 271,400.00",80.02mps - 354.87mps,RUMAH KEDAI (G),2.0,0,0,214 - 355,6.0,3.0,"630,000.00","980,000.00",82.5,"[""5.354000, 103.061000""]",,https://teduh.kpkt.gov.my/project-swasta/14448-1,"(467, '14448-1')",68.0
532,69,1 4 4 5 6 - 4 - T A M A N   D E S A   I D A M A N,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-4,",SAKIT,14456-4/11-2023/0756(R)-(L),24 Nov 2022,23 Nov 2023,"RM 68,000.00",74.00mps - 158.00mps,RUMAH BERKEMBAR,2.0,0,0,158,26.0,26.0,"490,000.00","526,450.00",44.04,"[""4.620907, 103.389009""]",,https://teduh.kpkt.gov.my/project-swasta/14456-4,"(423, '14456-4')",69.0
533,70,1 4 4 5 6 - 4 - T A M A N   D E S A   I D A M A N,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-4,",SAKIT,14456-4/11-2023/0756(R)-(L),24 Nov 2022,23 Nov 2023,"RM 68,000.00",74.00mps - 158.00mps,RUMAH TERES,1.0,0,0,74,32.0,6.0,"68,000.00","136,663.00",45.16,"[""4.620907, 103.389009""]",,https://teduh.kpkt.gov.my/project-swasta/14456-4,"(423, '14456-4')",70.0
534,71,1 4 4 5 6 - 4 - T A M A N   D E S A   I D A M A N,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-4,",SAKIT,14456-4/11-2023/0756(R)-(L),24 Nov 2022,23 Nov 2023,"RM 68,000.00",74.00mps - 158.00mps,RUMAH TERES,2.0,0,0,139,30.0,30.0,"361,500.00","407,330.00",22.67,"[""4.620907, 103.389009""]",,https://teduh.kpkt.gov.my/project-swasta/14456-4,"(423, '14456-4')",71.0
535,72,1 4 4 5 6 - 5 - T A M A N   D E S A   I D A M A N,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-5,",SAKIT,14456-5/02-2024/0773(R)-(L),08 Feb 2023,07 Feb 2024,"RM 68,000.00",74.00mps - 260.00mps,RUMAH BERKEMBAR,2.0,0,0,158,50.0,50.0,"490,000.00","516,762.00",19.4,"[""4.620907, 103.389009""]",,https://teduh.kpkt.gov.my/project-swasta/14456-5,"(424, '14456-5')",72.0
536,73,1 4 4 5 6 - 5 - T A M A N   D E S A   I D A M A N,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-5,",SAKIT,14456-5/02-2024/0773(R)-(L),08 Feb 2023,07 Feb 2024,"RM 68,000.00",74.00mps - 260.00mps,RUMAH TERES,2.0,0,0,139,30.0,29.0,"352,000.00","410,021.00",22.5,"[""4.620907, 103.389009""]",,https://teduh.kpkt.gov.my/project-swasta/14456-5,"(424, '14456-5')",73.0
537,74,1 4 4 5 6 - 5 - T A M A N   D E S A   I D A M A N,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-5,",SAKIT,14456-5/02-2024/0773(R)-(L),08 Feb 2023,07 Feb 2024,"RM 68,000.00",74.00mps - 260.00mps,RUMAH TERES,1.0,0,0,74,38.0,6.0,"68,000.00","236,830.00",43.68,"[""4.620907, 103.389009""]",,https://teduh.kpkt.gov.my/project-swasta/14456-5,"(424, '14456-5')",74.0
538,75,1 4 4 5 6 - 5 - T A M A N   D E S A   I D A M A N,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-5,",SAKIT,14456-5/02-2024/0773(R)-(L),08 Feb 2023,07 Feb 2024,"RM 68,000.00",74.00mps - 260.00mps,RUMAH KEDAI (G),2.0,0,0,260,23.0,22.0,"625,082.00","707,878.00",10.22,"[""4.620907, 103.389009""]",,https://teduh.kpkt.gov.my/project-swasta/14456-5,"(424, '14456-5')",75.0
539,76,1 4 4 5 6 - 7 - T I A D A,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-7,",SAKIT,14456-7/09-2022/02845(P),15 Sep 2021,14 Sep 2022,"RM 68,000.00",74.00mps - 111.00mps,RUMAH TERES,1.0,0,0,93,140.0,139.0,"197,000.00","253,748.00",6.64,"[""5.159748, 102.905242""]",,https://teduh.kpkt.gov.my/project-swasta/14456-7,"(425, '14456-7')",76.0
540,77,1 4 4 5 6 - 7 - T I A D A,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-7,",SAKIT,14456-7/09-2022/02845(P),15 Sep 2021,14 Sep 2022,"RM 68,000.00",74.00mps - 111.00mps,RUMAH TERES,1.0,0,0,84,48.0,43.0,"160,000.00","185,000.00",24.38,"[""5.159748, 102.905242""]",,https://teduh.kpkt.gov.my/project-swasta/14456-7,"(425, '14456-7')",77.0
541,78,1 4 4 5 6 - 7 - T I A D A,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-7,",SAKIT,14456-7/09-2022/02845(P),15 Sep 2021,14 Sep 2022,"RM 68,000.00",74.00mps - 111.00mps,RUMAH TERES,1.0,0,0,74,28.0,24.0,"68,000.00","68,000.00",15.0,"[""5.159748, 102.905242""]",,https://teduh.kpkt.gov.my/project-swasta/14456-7,"(425, '14456-7')",78.0
542,79,1 4 4 5 6 - 7 - T I A D A,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-7,",SAKIT,14456-7/09-2022/02845(P),15 Sep 2021,14 Sep 2022,"RM 68,000.00",74.00mps - 111.00mps,RUMAH BERKEMBAR,1.0,0,0,111,32.0,31.0,"347,000.00","460,064.00",7.81,"[""5.159748, 102.905242""]",,https://teduh.kpkt.gov.my/project-swasta/14456-7,"(425, '14456-7')",79.0
543,80,"1 4 4 9 8 - 3 - P E R U M A H A N   L O T   8 6 8 ,   T A M A N   B I N J A I   T O K   K A P O R   1",TAN BON TIONG CONSTRUCTION SDN. BHD.,14498,14498/01-2027/1484(R),20 Jan 2024,19 Jan 2027,-,-,-,"14498-3,",BERJALAN LANCAR,14498-3/01-2025/0008(R)-(L),20 Jan 2024,19 Jan 2025,"RM 256,256.00",86.00mps - 94.00mps,RUMAH TERES,1.0,3,2,86 - 94,25.0,25.0,"256,256.00","314,474.00",85.0,"[""4.234577, 103.358344""]",,https://teduh.kpkt.gov.my/project-swasta/14498-3,"(464, '14498-3')",80.0
544,81,1 4 6 1 3 - 1 - G E L I G A   R E S I D E N C E,SYAWAL PROPERTIES (KEMAMAN) SDN. BHD.,14613,14613/12-2025/0686(A),06 Dec 2022,05 Dec 2025,-,syawalconsortium@gmail.com,-,"14613-1,",SIAP DENGAN: CCC PENUH,14613-1/12-2022/03481(P),06 Dec 2021,05 Dec 2022,"RM 430,000.00",185.83mps,RUMAH TERES,2.0,0,0,186,13.0,4.0,"430,000.00","550,000.00",100.0,"[""4.189920, 103.433400""]",,https://teduh.kpkt.gov.my/project-swasta/14613-1,"(459, '14613-1')",81.0
545,82,1 4 7 1 8 - 3 - T A M A N   H U Z A I F A H   A L   Y A M A N,TELE TOWERS SDN. BHD.,14718,14718/11-2025/1424(A),12 Nov 2022,11 Nov 2025,-,-,-,"14718-3,",SIAP DENGAN: CCC PENUH,14718-3/09-2022/02861(P),17 Sep 2021,16 Sep 2022,"RM 160,000.00",0.00mps - 85.00mps,RUMAH TERES,2.0,0,0,0,4.0,4.0,"220,000.00","400,000.00",100.0,"[""5.736557, 102.472792""]",,https://teduh.kpkt.gov.my/project-swasta/14718-3,"(445, '14718-3')",82.0
546,83,1 4 7 1 8 - 3 - T A M A N   H U Z A I F A H   A L   Y A M A N,TELE TOWERS SDN. BHD.,14718,14718/11-2025/1424(A),12 Nov 2022,11 Nov 2025,-,-,-,"14718-3,",SIAP DENGAN: CCC PENUH,14718-3/09-2022/02861(P),17 Sep 2021,16 Sep 2022,"RM 160,000.00",0.00mps - 85.00mps,RUMAH TERES,1.0,0,0,85,25.0,7.0,"160,000.00","250,000.00",100.0,"[""5.736557, 102.472792""]",,https://teduh.kpkt.gov.my/project-swasta/14718-3,"(445, '14718-3')",83.0
547,84,1 8 4 1 - 2 0 - D E S A   B A R O H   T A N J O N G   D A M A I,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-20,",SIAP DENGAN: CCC PENUH,1841-20/02-2024/0991(R)-(L),17 Feb 2023,16 Feb 2024,"RM 68,000.00",69.00mps - 111.57mps,RUMAH TERES,1.0,0,0,69,43.0,0.0,"145,000.00","188,800.00",100.0,"[""5.370757, 103.076686""]",,https://teduh.kpkt.gov.my/project-swasta/1841-20,"(382, '1841-20')",84.0
548,85,1 8 4 1 - 2 0 - D E S A   B A R O H   T A N J O N G   D A M A I,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-20,",SIAP DENGAN: CCC PENUH,1841-20/02-2024/0991(R)-(L),17 Feb 2023,16 Feb 2024,"RM 68,000.00",69.00mps - 111.57mps,RUMAH TERES,1.0,0,0,87,64.0,1.0,"160,000.00","187,600.00",100.0,"[""5.370757, 103.076686""]",,https://teduh.kpkt.gov.my/project-swasta/1841-20,"(382, '1841-20')",85.0
549,86,1 8 4 1 - 2 0 - D E S A   B A R O H   T A N J O N G   D A M A I,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-20,",SIAP DENGAN: CCC PENUH,1841-20/02-2024/0991(R)-(L),17 Feb 2023,16 Feb 2024,"RM 68,000.00",69.00mps - 111.57mps,RUMAH SESEBUAH,1.0,0,0,112,37.0,2.0,"289,700.00","423,400.00",100.0,"[""5.370757, 103.076686""]",,https://teduh.kpkt.gov.my/project-swasta/1841-20,"(382, '1841-20')",86.0
550,87,1 8 4 1 - 2 0 - D E S A   B A R O H   T A N J O N G   D A M A I,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-20,",SIAP DENGAN: CCC PENUH,1841-20/02-2024/0991(R)-(L),17 Feb 2023,16 Feb 2024,"RM 68,000.00",69.00mps - 111.57mps,RUMAH TERES,1.0,0,0,74,47.0,1.0,"186,000.00","253,000.00",100.0,"[""5.370757, 103.076686""]",,https://teduh.kpkt.gov.my/project-swasta/1841-20,"(382, '1841-20')",87.0
551,88,1 8 4 1 - 2 0 - D E S A   B A R O H   T A N J O N G   D A M A I,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-20,",SIAP DENGAN: CCC PENUH,1841-20/02-2024/0991(R)-(L),17 Feb 2023,16 Feb 2024,"RM 68,000.00",69.00mps - 111.57mps,RUMAH TERES,1.0,0,0,74,40.0,40.0,"68,000.00","94,800.00",100.0,"[""5.370757, 103.076686""]",,https://teduh.kpkt.gov.my/project-swasta/1841-20,"(382, '1841-20')",88.0
552,89,1 8 4 1 - 2 2 - D E S A   P A D A N G   I N D A H,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-22,",BERJALAN LANCAR,1841-22/05-2024/0234(P),20 May 2022,19 May 2024,"RM 550,000.00",194.13mps - 241.94mps,RUMAH SESEBUAH,2.0,0,0,242,3.0,3.0,"780,000.00","795,000.00",60.0,"[""5.300515, 103.160318""]",,https://teduh.kpkt.gov.my/project-swasta/1841-22,"(398, '1841-22')",89.0
553,90,1 8 4 1 - 2 2 - D E S A   P A D A N G   I N D A H,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-22,",BERJALAN LANCAR,1841-22/05-2024/0234(P),20 May 2022,19 May 2024,"RM 550,000.00",194.13mps - 241.94mps,RUMAH SESEBUAH,2.0,0,0,230,2.0,2.0,"730,000.00","735,000.00",45.0,"[""5.300515, 103.160318""]",,https://teduh.kpkt.gov.my/project-swasta/1841-22,"(398, '1841-22')",90.0
554,91,1 8 4 1 - 2 2 - D E S A   P A D A N G   I N D A H,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-22,",BERJALAN LANCAR,1841-22/05-2024/0234(P),20 May 2022,19 May 2024,"RM 550,000.00",194.13mps - 241.94mps,RUMAH BERKEMBAR,2.0,4,3,194,14.0,8.0,"550,000.00","564,000.00",67.86,"[""5.300515, 103.160318""]",,https://teduh.kpkt.gov.my/project-swasta/1841-22,"(398, '1841-22')",91.0
555,92,1 8 4 1 - 2 3 - D E S A   T A N J U N G   I N D A H,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-23,",BERJALAN LANCAR,1841-23/10-2025/1139(N)-(L),17 Oct 2023,16 Oct 2025,"RM 380,000.00",131.80mps,RUMAH BERKEMBAR,1.0,0,0,132,16.0,16.0,"380,000.00","419,000.00",6.25,"[""5.251992, 103.033477""]",,https://teduh.kpkt.gov.my/project-swasta/1841-23,"(468, '1841-23')",92.0
556,93,1 9 0 7 1 - 3 - C A S A   T I A R A,DRMD DEVELOPMENT SDN. BHD.,19071,19071/12-2026/0195(A),13 Dec 2021,12 Dec 2026,-,-,-,"19071-3,",SIAP DENGAN: CCC PENUH,19071-3/12-2023/1168(R)-(L),13 Dec 2022,12 Dec 2023,"RM 299,999.00","113.00mps - 1,219.00mps",RUMAH SESEBUAH,2.0,0,0,195,1.0,1.0,"750,000.00","750,000.00",100.0,"[""4.328512, 103.459660""]",,https://teduh.kpkt.gov.my/project-swasta/19071-3,"(387, '19071-3')",93.0
557,94,1 9 0 7 1 - 3 - C A S A   T I A R A,DRMD DEVELOPMENT SDN. BHD.,19071,19071/12-2026/0195(A),13 Dec 2021,12 Dec 2026,-,-,-,"19071-3,",SIAP DENGAN: CCC PENUH,19071-3/12-2023/1168(R)-(L),13 Dec 2022,12 Dec 2023,"RM 299,999.00","113.00mps - 1,219.00mps",RUMAH BERKEMBAR,1.0,0,0,"113 - 1,219",16.0,1.0,"299,999.00","443,170.00",100.0,"[""4.328512, 103.459660""]",,https://teduh.kpkt.gov.my/project-swasta/19071-3,"(387, '19071-3')",94.0
558,95,1 9 0 7 1 - 4 - C A P I T O L   R E S I D E N C E S   B U K I T   B E S A R,DRMD DEVELOPMENT SDN. BHD.,19071,19071/12-2026/0195(A),13 Dec 2021,12 Dec 2026,-,-,-,"19071-4,",BERJALAN LANCAR,19071-4/06-2025/0664(N)-(L),08 Jun 2023,07 Jun 2025,"RM 789,000.00",227.00mps - 243.00mps,RUMAH BERKEMBAR,2.0,0,0,227,6.0,5.0,"796,000.00","922,000.00",36.67,"[""5.305410, 103.143418""]",,https://teduh.kpkt.gov.my/project-swasta/19071-4,"(391, '19071-4')",95.0
559,96,1 9 0 7 1 - 4 - C A P I T O L   R E S I D E N C E S   B U K I T   B E S A R,DRMD DEVELOPMENT SDN. BHD.,19071,19071/12-2026/0195(A),13 Dec 2021,12 Dec 2026,-,-,-,"19071-4,",BERJALAN LANCAR,19071-4/06-2025/0664(N)-(L),08 Jun 2023,07 Jun 2025,"RM 789,000.00",227.00mps - 243.00mps,RUMAH BERKEMBAR,2.0,0,0,243,6.0,6.0,"789,000.00","978,000.00",28.75,"[""5.305410, 103.143418""]",,https://teduh.kpkt.gov.my/project-swasta/19071-4,"(391, '19071-4')",96.0
560,97,1 9 0 7 1 - 5 - C A S A   A N D A Z,DRMD DEVELOPMENT SDN. BHD.,19071,19071/12-2026/0195(A),13 Dec 2021,12 Dec 2026,-,-,-,"19071-5,",BERJALAN LANCAR,19071-5/06-2025/0756(N)-(L),27 Jun 2023,26 Jun 2025,"RM 306,000.00",102.00mps,RUMAH TERES,1.0,0,0,102,13.0,9.0,"306,000.00","392,000.00",43.46,"[""4.418857, 103.437596""]",,https://teduh.kpkt.gov.my/project-swasta/19071-5,"(418, '19071-5')",97.0
561,98,1 9 0 7 1 - 6 - C A S A   M A Y A,DRMD DEVELOPMENT SDN. BHD.,19071,19071/12-2026/0195(A),13 Dec 2021,12 Dec 2026,-,-,-,"19071-6,",BERJALAN LANCAR,19071-6/06-2025/0757(N)-(L),27 Jun 2023,26 Jun 2025,"RM 371,000.00",104.00mps - 148.60mps,RUMAH SESEBUAH,1.0,0,0,129 - 149,17.0,15.0,"480,000.00","625,000.00",13.53,"[""5.149802, 103.082018""]",,https://teduh.kpkt.gov.my/project-swasta/19071-6,"(426, '19071-6')",98.0
562,99,1 9 0 7 1 - 6 - C A S A   M A Y A,DRMD DEVELOPMENT SDN. BHD.,19071,19071/12-2026/0195(A),13 Dec 2021,12 Dec 2026,-,-,-,"19071-6,",BERJALAN LANCAR,19071-6/06-2025/0757(N)-(L),27 Jun 2023,26 Jun 2025,"RM 371,000.00",104.00mps - 148.60mps,RUMAH BERKEMBAR,1.0,0,0,104,12.0,8.0,"371,000.00","418,000.00",27.08,"[""5.149802, 103.082018""]",,https://teduh.kpkt.gov.my/project-swasta/19071-6,"(426, '19071-6')",99.0
563,100,1 9 1 0 3 - 3 - T I N G   M E E   D E V E L O P M E N T   ( M )   S D N .   B H D .,TING MEE DEVELOPMENT (M) SDN. BHD.,19103,19103/10-2026/1194(R),22 Oct 2023,21 Oct 2026,-,tingmeedev@gmail.com,-,"19103-3,",LEWAT,19103-3/10-2024/1405(R)-(L),22 Oct 2023,21 Oct 2024,"RM 530,948.00","134.90mps - 1,486.00mps",RUMAH BERKEMBAR,1.0,4,3,"135 - 1,486",6.0,5.0,"530,948.00","785,048.00",80.0,"[""4.717080, 103.405590""]",,https://teduh.kpkt.gov.my/project-swasta/19103-3,"(465, '19103-3')",100.0
564,101,1 9 1 0 3 - 4 - T A M A N   I N D A H   S U R I A,TING MEE DEVELOPMENT (M) SDN. BHD.,19103,19103/10-2026/1194(R),22 Oct 2023,21 Oct 2026,-,tingmeedev@gmail.com,-,"19103-4,",BERJALAN LANCAR,19103-4/01-2025/0049(N)-(L),14 Jan 2023,13 Jan 2025,"RM 446,248.00",104.00mps - 136.00mps,RUMAH BERKEMBAR,1.0,"3, 4","2, 3",104 - 136,12.0,2.0,"446,248.00","639,848.00",80.0,"[""4.717080, 103.405590""]",,https://teduh.kpkt.gov.my/project-swasta/19103-4,"(395, '19103-4')",101.0
565,102,1 9 3 0 7 - 2 - T A M A N   P U T E R A   H A R M O N I,PINGAT HARMONI DEVELOPMENT SDN. BHD.,19307,19307/03-2027/0131(A),10 Mar 2022,09 Mar 2027,0199859454,pingat5640@gmail.com,-,"19307-2,",SIAP DENGAN: CCC PENUH,19307-2/02-2024/0397(R)-(L),16 Feb 2023,15 Feb 2024,"RM 335,673.00",123.00mps - 155.00mps,RUMAH SESEBUAH,1.0,0,0,155,8.0,0.0,"342,000.00","423,601.00",100.0,"[""5.743290, 102.451150""]",,https://teduh.kpkt.gov.my/project-swasta/19307-2,"(460, '19307-2')",102.0
566,103,1 9 3 0 7 - 2 - T A M A N   P U T E R A   H A R M O N I,PINGAT HARMONI DEVELOPMENT SDN. BHD.,19307,19307/03-2027/0131(A),10 Mar 2022,09 Mar 2027,0199859454,pingat5640@gmail.com,-,"19307-2,",SIAP DENGAN: CCC PENUH,19307-2/02-2024/0397(R)-(L),16 Feb 2023,15 Feb 2024,"RM 335,673.00",123.00mps - 155.00mps,RUMAH BERKEMBAR,1.0,0,0,123,20.0,2.0,"335,673.00","389,670.00",100.0,"[""5.743290, 102.451150""]",,https://teduh.kpkt.gov.my/project-swasta/19307-2,"(460, '19307-2')",103.0
567,104,1 9 4 1 8 - 1 - M U A R A   M A R A N G   R E S I D E N S I,UDARAN SDN. BHD.,19418,19418/03-2027/0255(R),05 Apr 2022,01 Mar 2027,-,-,-,"19418-1,",SAKIT,19418-1/07-2023/0370(R)-(L),22 Jul 2021,21 Jul 2023,"RM 350,000.00",178.00mps,RUMAH TERES,2.0,0,0,178,41.0,10.0,"350,000.00","475,650.00",97.01,"[""5.201154, 103.207702""]",,https://teduh.kpkt.gov.my/project-swasta/19418-1,"(399, '19418-1')",104.0
568,105,1 9 4 1 8 - 2 - P A N G S A P U R I   T A N J U N G   R E S I D E N S I,UDARAN SDN. BHD.,19418,19418/03-2027/0255(R),05 Apr 2022,01 Mar 2027,-,-,-,"19418-2,",BERJALAN LANCAR,19418-2/03-2024/0151(P),02 Mar 2022,01 Mar 2024,"RM 378,000.00",0.00mps,PANGSAPURI SERVIS,22.0,0,0,0,188.0,188.0,"378,000.00","441,500.00",0.0,"[""5.337842, 103.143673""]",,https://teduh.kpkt.gov.my/project-swasta/19418-2,"(427, '19418-2')",105.0
569,106,1 9 4 1 8 - 2 - P A N G S A P U R I   T A N J U N G   R E S I D E N S I,UDARAN SDN. BHD.,19418,19418/03-2027/0255(R),05 Apr 2022,01 Mar 2027,-,-,-,"19418-2,",BERJALAN LANCAR,19418-2/03-2024/0151(P),02 Mar 2022,01 Mar 2024,"RM 378,000.00",0.00mps,PANGSAPURI SERVIS,22.0,0,0,0,184.0,184.0,"379,500.00","441,500.00",0.0,"[""5.337842, 103.143673""]",,https://teduh.kpkt.gov.my/project-swasta/19418-2,"(427, '19418-2')",106.0
570,107,1 9 4 9 6 - 1 - T A M A N   D E S A   I M P I A N,MAJOR SUCCESS DEVELOPMENT SDN. BHD.,19496,19496-1/08-2020/0792(L),31 Aug 2018,30 Aug 2020,-,-,-,"19496-1,",SAKIT,19496-1/08-2020/0792(P),31 Aug 2018,30 Aug 2020,"RM 219,000.00",0.00mps - 140.00mps,RUMAH SESEBUAH,1.0,0,0,0,1.0,1.0,"450,000.00","450,000.00",97.5,"[""5.237320, 103.171309""]",,https://teduh.kpkt.gov.my/project-swasta/19496-1,"(392, '19496-1')",107.0
571,108,1 9 4 9 6 - 1 - T A M A N   D E S A   I M P I A N,MAJOR SUCCESS DEVELOPMENT SDN. BHD.,19496,19496-1/08-2020/0792(L),31 Aug 2018,30 Aug 2020,-,-,-,"19496-1,",SAKIT,19496-1/08-2020/0792(P),31 Aug 2018,30 Aug 2020,"RM 219,000.00",0.00mps - 140.00mps,RUMAH BERKEMBAR,1.0,0,0,140,2.0,1.0,"340,000.00","410,000.00",97.5,"[""5.237320, 103.171309""]",,https://teduh.kpkt.gov.my/project-swasta/19496-1,"(392, '19496-1')",108.0
572,109,1 9 4 9 6 - 1 - T A M A N   D E S A   I M P I A N,MAJOR SUCCESS DEVELOPMENT SDN. BHD.,19496,19496-1/08-2020/0792(L),31 Aug 2018,30 Aug 2020,-,-,-,"19496-1,",SAKIT,19496-1/08-2020/0792(P),31 Aug 2018,30 Aug 2020,"RM 219,000.00",0.00mps - 140.00mps,RUMAH TERES,1.0,0,0,93,24.0,0.0,"219,000.00","287,595.00",97.5,"[""5.237320, 103.171309""]",,https://teduh.kpkt.gov.my/project-swasta/19496-1,"(392, '19496-1')",109.0
573,110,1 9 5 2 1 - 1 - T A M A N   P E R U M A H A N   S U N G A I   S E R A I,KOPERASI WARISAN KELUARGA OTHMAN KUALA TERENGGANU BERHAD,19521,19521/11-2025/1401(R),30 Nov 2022,29 Nov 2025,096229189,kowaman13.properties@gmail.com,-,"19521-1,",BERJALAN LANCAR,19521-1/11-2022/03405(P),30 Nov 2021,29 Nov 2022,"RM 298,000.00",0.00mps - 116.00mps,RUMAH SESEBUAH,1.0,0,0,0,11.0,11.0,"390,000.00","450,000.00",59.55,"[""5.178870, 103.124428""]",,https://teduh.kpkt.gov.my/project-swasta/19521-1,"(428, '19521-1')",110.0
