,Unnamed: 0,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
95,95,7 4 7 9 - 4 8 - R E S I D E N S I   S A K U R A,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-48,",BERJALAN LANCAR,7479-48/12-2025/0432(N)-(S),17 Dec 2022,16 Dec 2025,"RM 350,000.00",0.00mps,RUMAH PANGSA/KONDO,16.0,3,2,0,239,212,"350,000.00","980,000.00",78.17,"[""2.952997, 101.674382""]",,https://teduh.kpkt.gov.my/project-swasta/7479-48,"(58, '7479-48')"
96,96,7 4 7 9 - 8 - P A N G S A P U R I   M A M P U   M I L I K,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-8,",SIAP DENGAN: CFO PENUH,7479-8/2651/2006(11),21 Nov 2005,20 Nov 2006,"RM 49,000.00",0.00mps,RUMAH PANGSA/KONDO,17.0,0,0,0,"1,334","1,334","49,000.00","49,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-8,"(47, '7479-8')"
97,97,7 4 7 9 - 9 - P A L L A D I U M   -   P R E C I N C T   1 4,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-9,",SIAP DENGAN: CFO PENUH,7479-9/1428/2008(07),11 Jul 2007,10 Jul 2008,"RM 304,888.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,78,78,"611,888.00","723,388.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-9,"(48, '7479-9')"
98,98,7 4 7 9 - 9 - P A L L A D I U M   -   P R E C I N C T   1 4,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-9,",SIAP DENGAN: CFO PENUH,7479-9/1428/2008(07),11 Jul 2007,10 Jul 2008,"RM 304,888.00",0.00mps,RUMAH SESEBUAH,2.0,0,0,0,36,36,"1,303,888.00","1,841,582.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-9,"(48, '7479-9')"
99,99,7 4 7 9 - 9 - P A L L A D I U M   -   P R E C I N C T   1 4,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-9,",SIAP DENGAN: CFO PENUH,7479-9/1428/2008(07),11 Jul 2007,10 Jul 2008,"RM 304,888.00",0.00mps,RUMAH TERES,2.0,0,0,0,64,64,"304,888.00","382,017.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-9,"(48, '7479-9')"
100,100,7 9 3 9 - 1 0 - H E N I N G,ORANGEBEAM DEVELOPMENT SDN. BHD.,7939,7939-11/03-2024/0185(L),05 Mar 2022,04 Mar 2024,-,-,-,"7939-10,",SIAP DENGAN: CCC PENUH,7939-10/01-2021/01412(P),13 Jan 2020,12 Jan 2021,"RM 1,886,080.00","3,678.00mps",RUMAH TERES,3.0,0,0,"3,678",39,8,"1,886,080.00","2,829,120.00",100.0,"[""2.932266, 101.700074""]",,https://teduh.kpkt.gov.my/project-swasta/7939-10,"(49, '7939-10')"
101,101,7 9 3 9 - 1 1 - T E J A,ORANGEBEAM DEVELOPMENT SDN. BHD.,7939,7939-11/03-2024/0185(L),05 Mar 2022,04 Mar 2024,-,-,-,"7939-11,",BERJALAN LANCAR,7939-11/03-2024/0185(A)-(S),05 Mar 2022,04 Mar 2024,"RM 1,386,000.00",0.00mps,RUMAH TERES,2.5,5,5,0,28,22,"1,386,000.00","2,981,000.00",16.07,"[""2.930400, 101.701100""]",,https://teduh.kpkt.gov.my/project-swasta/7939-11,"(59, '7939-11')"
102,102,7 9 3 9 - 4 - S U P E R L I N K   H O M E S,ORANGEBEAM DEVELOPMENT SDN. BHD.,7939,7939-11/03-2024/0185(L),05 Mar 2022,04 Mar 2024,-,-,-,"7939-4,",SIAP DENGAN: CFO PENUH,7939-4/2821/2006(12),16 Dec 2005,15 Dec 2006,"RM 342,000.00",0.00mps,RUMAH TERES,2.0,0,0,0,146,146,"342,000.00","598,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7939-4,"(50, '7939-4')"
103,103,7 9 3 9 - 5 - B U N G A L O W   C,ORANGEBEAM DEVELOPMENT SDN. BHD.,7939,7939-11/03-2024/0185(L),05 Mar 2022,04 Mar 2024,-,-,-,"7939-5,",SIAP DENGAN: CFO PENUH,7939-5/1404/2011(07),22 Jul 2010,21 Jul 2011,"RM 2,012,000.00",0.00mps,RUMAH SESEBUAH,2.0,0,0,0,1,1,"3,681,000.00","3,681,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7939-5,"(51, '7939-5')"
104,104,7 9 3 9 - 5 - B U N G A L O W   C,ORANGEBEAM DEVELOPMENT SDN. BHD.,7939,7939-11/03-2024/0185(L),05 Mar 2022,04 Mar 2024,-,-,-,"7939-5,",SIAP DENGAN: CFO PENUH,7939-5/1404/2011(07),22 Jul 2010,21 Jul 2011,"RM 2,012,000.00",0.00mps,RUMAH SESEBUAH,2.0,0,0,0,14,14,"2,012,000.00","2,811,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7939-5,"(51, '7939-5')"
105,105,7 9 3 9 - 6 - C A S A   D A N A U,ORANGEBEAM DEVELOPMENT SDN. BHD.,7939,7939-11/03-2024/0185(L),05 Mar 2022,04 Mar 2024,-,-,-,"7939-6,",SIAP DENGAN: CFO PENUH,7939-6/604/2009(04),24 Apr 2008,23 Apr 2009,"RM 1,619,000.00",0.00mps,RUMAH SESEBUAH,2.0,0,0,0,6,6,"1,619,000.00","2,336,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7939-6,"(52, '7939-6')"
106,106,7 9 3 9 - 7 - O R A N G E B E A M   D E V E L O P M E N T   S D N .   B H D .,ORANGEBEAM DEVELOPMENT SDN. BHD.,7939,7939-11/03-2024/0185(L),05 Mar 2022,04 Mar 2024,-,-,-,"7939-7,",SIAP DENGAN: CCC PENUH,7939-7/2366/2012(11),14 Nov 2011,13 Nov 2012,"RM 888,000.00",0.00mps,RUMAH BERKEMBAR,2.5,0,0,0,10,0,"1,608,000.00","1,988,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7939-7,"(53, '7939-7')"
107,107,7 9 3 9 - 7 - O R A N G E B E A M   D E V E L O P M E N T   S D N .   B H D .,ORANGEBEAM DEVELOPMENT SDN. BHD.,7939,7939-11/03-2024/0185(L),05 Mar 2022,04 Mar 2024,-,-,-,"7939-7,",SIAP DENGAN: CCC PENUH,7939-7/2366/2012(11),14 Nov 2011,13 Nov 2012,"RM 888,000.00",0.00mps,RUMAH TERES,2.5,0,0,0,44,2,"888,000.00","1,518,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7939-7,"(53, '7939-7')"
108,108,7 9 3 9 - 9 - D A N A U   S U R I A,ORANGEBEAM DEVELOPMENT SDN. BHD.,7939,7939-11/03-2024/0185(L),05 Mar 2022,04 Mar 2024,-,-,-,"7939-9,",SIAP DENGAN: CCC PENUH,7939-9/08-2018/02176(P),24 Aug 2017,23 Aug 2018,"RM 3,546,000.00","4,220.00mps - 4,852.00mps",RUMAH SESEBUAH,2.5,0,0,"4,220",12,9,"3,546,000.00","4,232,000.00",100.0,"[""2.928345, 101.698516""]",,https://teduh.kpkt.gov.my/project-swasta/7939-9,"(54, '7939-9')"
109,109,7 9 3 9 - 9 - D A N A U   S U R I A,ORANGEBEAM DEVELOPMENT SDN. BHD.,7939,7939-11/03-2024/0185(L),05 Mar 2022,04 Mar 2024,-,-,-,"7939-9,",SIAP DENGAN: CCC PENUH,7939-9/08-2018/02176(P),24 Aug 2017,23 Aug 2018,"RM 3,546,000.00","4,220.00mps - 4,852.00mps",RUMAH SESEBUAH,2.0,0,0,"4,852",11,3,"4,317,000.00","4,932,000.00",100.0,"[""2.928345, 101.698516""]",,https://teduh.kpkt.gov.my/project-swasta/7939-9,"(54, '7939-9')"
110,110,"8 0 6 6 - 4 - D A L U R ,   P R E S I N T   1 8   P U T R A J A Y A",TRC LAND SDN. BHD.,8066,8066/05-2026/1197(R),25 May 2023,24 May 2026,-,-,-,"8066-4,",SIAP DENGAN: CCC PENUH,8066-4/05-2023/0473(A)-(S),25 May 2021,24 May 2023,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,33.0,0,0,0,500,64,"150,000.00","260,000.00",100.0,"[""2.915712, 101.693256""]",,https://teduh.kpkt.gov.my/project-swasta/8066-4,"(56, '8066-4')"
111,111,8 5 9 3 - 3 - P E R U M A H A N   P E N J A W A T   A W A M   1   M A L A Y S I A,SHABRA DEVELOPMENT SDN BHD.,8593,8593-3/01-2021/01366(L),13 Jan 2020,12 Jan 2021,-,-,-,"8593-3,",BERJALAN LANCAR,8593-3/01-2018/01100(P),13 Jan 2017,12 Jan 2018,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,20.0,0,0,0,156,156,"150,000.00","291,250.00",44.98,,,https://teduh.kpkt.gov.my/project-swasta/8593-3,"(55, '8593-3')"
112,112,8 5 9 3 - 3 - P E R U M A H A N   P E N J A W A T   A W A M   1   M A L A Y S I A,SHABRA DEVELOPMENT SDN BHD.,8593,8593-3/01-2021/01366(L),13 Jan 2020,12 Jan 2021,-,-,-,"8593-3,",BERJALAN LANCAR,8593-3/01-2018/01100(P),13 Jan 2017,12 Jan 2018,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,20.0,0,0,0,152,152,"235,000.00","344,000.00",47.13,,,https://teduh.kpkt.gov.my/project-swasta/8593-3,"(55, '8593-3')"
113,113,8 5 9 3 - 3 - P E R U M A H A N   P E N J A W A T   A W A M   1   M A L A Y S I A,SHABRA DEVELOPMENT SDN BHD.,8593,8593-3/01-2021/01366(L),13 Jan 2020,12 Jan 2021,-,-,-,"8593-3,",BERJALAN LANCAR,8593-3/01-2018/01100(P),13 Jan 2017,12 Jan 2018,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,17.0,0,0,0,128,128,"220,000.00","291,250.00",32.09,,,https://teduh.kpkt.gov.my/project-swasta/8593-3,"(55, '8593-3')"
114,114,8 5 9 3 - 3 - P E R U M A H A N   P E N J A W A T   A W A M   1   M A L A Y S I A,SHABRA DEVELOPMENT SDN BHD.,8593,8593-3/01-2021/01366(L),13 Jan 2020,12 Jan 2021,-,-,-,"8593-3,",BERJALAN LANCAR,8593-3/01-2018/01100(P),13 Jan 2017,12 Jan 2018,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,18.0,0,0,0,136,136,"235,000.00","344,000.00",43.75,,,https://teduh.kpkt.gov.my/project-swasta/8593-3,"(55, '8593-3')"
115,115,8 5 9 3 - 3 - P E R U M A H A N   P E N J A W A T   A W A M   1   M A L A Y S I A,SHABRA DEVELOPMENT SDN BHD.,8593,8593-3/01-2021/01366(L),13 Jan 2020,12 Jan 2021,-,-,-,"8593-3,",BERJALAN LANCAR,8593-3/01-2018/01100(P),13 Jan 2017,12 Jan 2018,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,18.0,0,0,0,140,140,"150,000.00","291,250.00",30.0,,,https://teduh.kpkt.gov.my/project-swasta/8593-3,"(55, '8593-3')"
116,116,8 5 9 3 - 3 - P E R U M A H A N   P E N J A W A T   A W A M   1   M A L A Y S I A,SHABRA DEVELOPMENT SDN BHD.,8593,8593-3/01-2021/01366(L),13 Jan 2020,12 Jan 2021,-,-,-,"8593-3,",BERJALAN LANCAR,8593-3/01-2018/01100(P),13 Jan 2017,12 Jan 2018,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,18.0,0,0,0,136,136,"300,000.00","397,500.00",31.73,,,https://teduh.kpkt.gov.my/project-swasta/8593-3,"(55, '8593-3')"
117,117,8 5 9 3 - 3 - P E R U M A H A N   P E N J A W A T   A W A M   1   M A L A Y S I A,SHABRA DEVELOPMENT SDN BHD.,8593,8593-3/01-2021/01366(L),13 Jan 2020,12 Jan 2021,-,-,-,"8593-3,",BERJALAN LANCAR,8593-3/01-2018/01100(P),13 Jan 2017,12 Jan 2018,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,20.0,0,0,0,152,152,"272,000.00","397,500.00",48.61,,,https://teduh.kpkt.gov.my/project-swasta/8593-3,"(55, '8593-3')"
