,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
227,"3 1 8 - 3 5 - A L A M   D A M A I ,   C H E R A S   F A S A   7 A 1   &   7 A 2",SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-35,",SIAP DENGAN: CCC PENUH,318-35/2375/2012(11),15 Nov 2011,14 Nov 2012,"RM 750,000.00",0.00mps,RUMAH BERKEMBAR,3,0,0,0,16,16,"1,698,888.00","1,974,888.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/318-35,"(375, '318-35')"
228,"3 1 8 - 3 6 - A L A M   D A M A I ,   C H E R A S   F A S A   9 D 4",SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-36,",SIAP DENGAN: CCC PENUH,318-36/07-2015/01803(P),02 Jul 2014,01 Jul 2015,"RM 730,888.00",0.00mps,RUMAH TERES,2,0,0,0,69,1,"730,888.00","2,147,888.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/318-36,"(376, '318-36')"
229,3 1 8 - 3 7 - A L A M   D A M A I   F A S A   3 B 2,SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-37,",PERMIT TELAH DIBATALKAN,318-37/02-2021/01552(P),04 Feb 2020,03 Feb 2021,"RM 443,800.00",0.00mps,RUMAH PANGSA/KONDO,25,0,0,0,239,239,"465,800.00","774,800.00",23.14,"[""3.065156, 101.735858""]",,https://teduh.kpkt.gov.my/project-swasta/318-37,"(377, '318-37')"
230,3 1 8 - 3 7 - A L A M   D A M A I   F A S A   3 B 2,SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-37,",PERMIT TELAH DIBATALKAN,318-37/02-2021/01552(P),04 Feb 2020,03 Feb 2021,"RM 443,800.00",0.00mps,RUMAH PANGSA/KONDO,25,0,0,0,239,239,"443,800.00","740,800.00",25.65,"[""3.065156, 101.735858""]",,https://teduh.kpkt.gov.my/project-swasta/318-37,"(377, '318-37')"
231,3 1 8 - 3 8 - R E S I D E N S I   S U T E R A,SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-38,",BERJALAN LANCAR,318-38/06-2024/1028(R)-(S),02 Jun 2023,01 Jun 2024,"RM 300,000.00",0.00mps - 101.00mps,RUMAH BANDAR,2,3,2,0 - 87,98,1,"300,000.00","300,000.00",66.58,"[""3.050461, 101.665844""]",,https://teduh.kpkt.gov.my/project-swasta/318-38,"(378, '318-38')"
232,3 1 8 - 3 8 - R E S I D E N S I   S U T E R A,SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-38,",BERJALAN LANCAR,318-38/06-2024/1028(R)-(S),02 Jun 2023,01 Jun 2024,"RM 300,000.00",0.00mps - 101.00mps,RUMAH BANDAR,2,3,2,0 - 101,32,0,"304,000.00","336,000.00",63.28,"[""3.050461, 101.665844""]",,https://teduh.kpkt.gov.my/project-swasta/318-38,"(378, '318-38')"
233,3 1 8 - 4 - A L A M   D A M A I,SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-4,",BERJALAN LANCAR,318-4/329/2009(03),06 Mar 2008,05 Mar 2009,"RM 42,000.00",0.00mps,RUMAH PANGSA/KONDO,20,0,0,0,240,240,"230,000.00","287,000.00",0.00,"[""3.060233, 101.741603""]",,https://teduh.kpkt.gov.my/project-swasta/318-4,"(379, '318-4')"
234,3 1 8 - 4 - A L A M   D A M A I,SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-4,",BERJALAN LANCAR,318-4/329/2009(03),06 Mar 2008,05 Mar 2009,"RM 42,000.00",0.00mps,RUMAH TERES,1,0,0,0,107,107,"182,121.00","247,930.00",100.00,"[""3.060233, 101.741603""]",,https://teduh.kpkt.gov.my/project-swasta/318-4,"(379, '318-4')"
235,3 1 8 - 4 - A L A M   D A M A I,SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-4,",BERJALAN LANCAR,318-4/329/2009(03),06 Mar 2008,05 Mar 2009,"RM 42,000.00",0.00mps,RUMAH TERES,2,0,0,0,88,88,"328,799.00","652,632.00",100.00,"[""3.060233, 101.741603""]",,https://teduh.kpkt.gov.my/project-swasta/318-4,"(379, '318-4')"
236,3 1 8 - 4 - A L A M   D A M A I,SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-4,",BERJALAN LANCAR,318-4/329/2009(03),06 Mar 2008,05 Mar 2009,"RM 42,000.00",0.00mps,RUMAH PANGSA/KONDO,20,0,0,0,804,804,"250,000.00","315,000.00",0.00,"[""3.060233, 101.741603""]",,https://teduh.kpkt.gov.my/project-swasta/318-4,"(379, '318-4')"
237,3 1 8 - 4 - A L A M   D A M A I,SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-4,",BERJALAN LANCAR,318-4/329/2009(03),06 Mar 2008,05 Mar 2009,"RM 42,000.00",0.00mps,RUMAH SESEBUAH,2,0,0,0,47,47,"991,000.00","1,554,628.00",74.69,"[""3.060233, 101.741603""]",,https://teduh.kpkt.gov.my/project-swasta/318-4,"(379, '318-4')"
238,3 1 8 - 4 - A L A M   D A M A I,SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-4,",BERJALAN LANCAR,318-4/329/2009(03),06 Mar 2008,05 Mar 2009,"RM 42,000.00",0.00mps,RUMAH PANGSA/KONDO,2,0,0,0,166,166,"152,888.00","187,888.00",100.00,"[""3.060233, 101.741603""]",,https://teduh.kpkt.gov.my/project-swasta/318-4,"(379, '318-4')"
239,3 1 8 - 4 - A L A M   D A M A I,SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-4,",BERJALAN LANCAR,318-4/329/2009(03),06 Mar 2008,05 Mar 2009,"RM 42,000.00",0.00mps,RUMAH TERES,1,0,0,0,107,107,"182,121.00","247,930.00",100.00,"[""3.060233, 101.741603""]",,https://teduh.kpkt.gov.my/project-swasta/318-4,"(379, '318-4')"
240,3 1 8 - 4 - A L A M   D A M A I,SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-4,",BERJALAN LANCAR,318-4/329/2009(03),06 Mar 2008,05 Mar 2009,"RM 42,000.00",0.00mps,RUMAH TERES,2,0,0,0,"1,493","1,493","165,000.00","672,033.00",97.50,"[""3.060233, 101.741603""]",,https://teduh.kpkt.gov.my/project-swasta/318-4,"(379, '318-4')"
241,3 1 8 - 4 - A L A M   D A M A I,SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-4,",BERJALAN LANCAR,318-4/329/2009(03),06 Mar 2008,05 Mar 2009,"RM 42,000.00",0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,926,926,"42,000.00","42,000.00",41.59,"[""3.060233, 101.741603""]",,https://teduh.kpkt.gov.my/project-swasta/318-4,"(379, '318-4')"
242,3 1 8 - 4 - A L A M   D A M A I,SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-4,",BERJALAN LANCAR,318-4/329/2009(03),06 Mar 2008,05 Mar 2009,"RM 42,000.00",0.00mps,RUMAH KEDAI (G),2,0,0,0,77,77,"950,000.00","1,100,000.00",0.00,"[""3.060233, 101.741603""]",,https://teduh.kpkt.gov.my/project-swasta/318-4,"(379, '318-4')"
243,3 1 8 - 4 - A L A M   D A M A I,SYARIKAT PERUMAHAN PEGAWAI KERAJAAN SENDIRIAN BERHAD,318,318/06-2028/0780(R),02 Jun 2023,01 Jun 2028,0380829542,mdzulkarnain.ahmad@gmail.com,-,"318-4,",BERJALAN LANCAR,318-4/329/2009(03),06 Mar 2008,05 Mar 2009,"RM 42,000.00",0.00mps,RUMAH BERKEMBAR,2,0,0,0,202,202,"450,000.00","743,561.00",97.50,"[""3.060233, 101.741603""]",,https://teduh.kpkt.gov.my/project-swasta/318-4,"(379, '318-4')"
244,3 2 - 1 2 - I N A R A,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-12,",SIAP DENGAN: CFO PENUH,32-12/2786/2006(12),17 Dec 2005,16 Dec 2006,"RM 1,950,600.00",0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,22,22,"1,950,600.00","3,833,700.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/32-12,"(380, '32-12')"
245,3 2 - 1 3 - O N E   M E N E R U N G,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-13,",SIAP DENGAN: CFO PENUH,32-13/1106/2010(06),05 Jun 2009,04 Jun 2010,"RM 2,591,200.00",0.00mps,RUMAH PANGSA/KONDO,23,0,0,0,40,40,"3,508,000.00","7,661,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/32-13,"(381, '32-13')"
246,3 2 - 1 3 - O N E   M E N E R U N G,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-13,",SIAP DENGAN: CFO PENUH,32-13/1106/2010(06),05 Jun 2009,04 Jun 2010,"RM 2,591,200.00",0.00mps,RUMAH PANGSA/KONDO,3,0,0,0,6,6,"6,568,000.00","6,568,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/32-13,"(381, '32-13')"
247,3 2 - 1 3 - O N E   M E N E R U N G,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-13,",SIAP DENGAN: CFO PENUH,32-13/1106/2010(06),05 Jun 2009,04 Jun 2010,"RM 2,591,200.00",0.00mps,RUMAH PANGSA/KONDO,3,0,0,0,6,6,"6,568,000.00","6,786,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/32-13,"(381, '32-13')"
248,3 2 - 1 3 - O N E   M E N E R U N G,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-13,",SIAP DENGAN: CFO PENUH,32-13/1106/2010(06),05 Jun 2009,04 Jun 2010,"RM 2,591,200.00",0.00mps,RUMAH PANGSA/KONDO,23,0,0,0,41,41,"4,111,450.00","10,291,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/32-13,"(381, '32-13')"
249,3 2 - 1 3 - O N E   M E N E R U N G,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-13,",SIAP DENGAN: CFO PENUH,32-13/1106/2010(06),05 Jun 2009,04 Jun 2010,"RM 2,591,200.00",0.00mps,RUMAH PANGSA/KONDO,30,0,0,0,120,120,"2,591,200.00","6,805,200.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/32-13,"(381, '32-13')"
250,3 2 - 1 3 - O N E   M E N E R U N G,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-13,",SIAP DENGAN: CFO PENUH,32-13/1106/2010(06),05 Jun 2009,04 Jun 2010,"RM 2,591,200.00",0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,16,16,"5,899,000.00","6,958,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/32-13,"(381, '32-13')"
251,3 2 - 1 4 - S E R A I   B U K I T   B A N D A R A Y A,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-14,",SIAP DENGAN: CCC PENUH,32-14/05-2017/01935(P),20 May 2016,19 May 2017,"RM 7,017,400.00",459.40mps - 477.20mps,RUMAH PANGSA/KONDO,21,0,0,459,60,0,"7,017,400.00","21,265,400.00",100.00,"[""3.141081, 101.660326""]",,https://teduh.kpkt.gov.my/project-swasta/32-14,"(382, '32-14')"
252,3 2 - 1 4 - S E R A I   B U K I T   B A N D A R A Y A,BRDB DEVELOPMENTS SDN. BHD.,32,32/08-2028/1034(A),18 Aug 2023,17 Aug 2028,-,-,-,"32-14,",SIAP DENGAN: CCC PENUH,32-14/05-2017/01935(P),20 May 2016,19 May 2017,"RM 7,017,400.00",459.40mps - 477.20mps,RUMAH PANGSA/KONDO,21,0,0,477,61,0,"7,953,400.00","22,656,000.00",100.00,"[""3.141081, 101.660326""]",,https://teduh.kpkt.gov.my/project-swasta/32-14,"(382, '32-14')"
253,3 4 5 - 1 6 - D A N A U   M U R N I   K O N D O M I N I U M,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-16,",SIAP DENGAN: CFO PENUH,345-16/2383/2005(12),14 Dec 2004,13 Dec 2005,"RM 110,000.00",0.00mps,RUMAH PANGSA/KONDO,19,0,0,0,500,500,"110,000.00","115,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/345-16,"(383, '345-16')"
254,3 4 5 - 1 9 - A R M A D A   V I L L A,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-19,",SIAP DENGAN: CCC PENUH,345-19/677/2013(04),15 Apr 2012,14 Apr 2013,"RM 2,350,800.00",0.00mps,RUMAH BERKEMBAR,3,0,0,0,40,40,"2,350,800.00","4,492,800.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/345-19,"(384, '345-19')"
255,3 4 5 - 1 9 - A R M A D A   V I L L A,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-19,",SIAP DENGAN: CCC PENUH,345-19/677/2013(04),15 Apr 2012,14 Apr 2013,"RM 2,350,800.00",0.00mps,RUMAH SESEBUAH,3,0,0,0,6,6,"3,388,800.00","9,556,800.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/345-19,"(384, '345-19')"
256,3 4 5 - 2 0 - V I L A   P R I M A,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-20,",SIAP DENGAN: CCC PENUH,345-20/2345/2012(12),16 Dec 2011,15 Dec 2012,"RM 3,085,800.00",0.00mps,RUMAH SESEBUAH,4,0,0,0,34,21,"3,085,800.00","5,555,500.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/345-20,"(385, '345-20')"
257,3 4 5 - 2 1 - K O N D O M I N I U M   F A B E R   A N T A R A,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-21,",SIAP DENGAN: CCC PENUH,345-21/07-2017/01926(P),02 Jul 2016,01 Jul 2017,"RM 322,800.00",136.86mps,RUMAH PANGSA/KONDO,22,0,0,137,255,163,"322,800.00","1,814,800.00",100.00,"[""3.169356, 101.725944""]",,https://teduh.kpkt.gov.my/project-swasta/345-21,"(386, '345-21')"
258,3 4 5 - 7 - T A M A N   D A N A U   D E S A   -   F A S A   1 C,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-7,",SIAP DENGAN: CFO PENUH,-,-,-,"RM 83,000.00",0.00mps,RUMAH PANGSA/KONDO,20,0,0,0,512,512,"83,000.00","187,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/345-7,"(387, '345-7')"
259,3 4 5 - 8 - D A N A U   I M P I A N,FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-8,",SIAP DENGAN: CFO PENUH,345/888/1985(12),22 Dec 1984,21 Dec 1985,"RM 322,800.00",0.00mps,RUMAH PANGSA/KONDO,16,0,0,0,450,450,"322,800.00","1,814,800.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/345-8,"(388, '345-8')"
260,3 4 5 - 9 - T A M A N   D A N A U   D E S A   (   D A N A U   I D A M A N   ),FABER UNION SENDIRIAN BERHAD,345,345-21/07-2019/02222(L),03 Jul 2018,02 Jul 2019,-,-,-,"345-9,",SIAP DENGAN: CFO PENUH,345/1199/2002(06),27 Jun 2001,26 Jun 2002,"RM 98,000.00",0.00mps,RUMAH PANGSA/KONDO,23,0,0,0,659,659,"98,000.00","150,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/345-9,"(389, '345-9')"
261,3 7 - 1 - B A N D A R   B A R U   S E R I   P E T A L I N G,PETALING GARDEN SDN. BHD.,37,37/12-2027/1387(A),06 Dec 2022,05 Dec 2027,0387062552,valli.m@spsetia.com,https://spsetia.com/en-us/property/malaysia-(central)/sepang/setia-warisan-tropika/home,"37-1,",SIAP DENGAN: CFO PENUH,37-1/959/2009(05),20 May 2008,19 May 2009,"RM 350,000.00",0.00mps,RUMAH TERES,2,0,0,0,30,30,"470,000.00","773,000.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/37-1,"(390, '37-1')"
262,3 7 - 1 - B A N D A R   B A R U   S E R I   P E T A L I N G,PETALING GARDEN SDN. BHD.,37,37/12-2027/1387(A),06 Dec 2022,05 Dec 2027,0387062552,valli.m@spsetia.com,https://spsetia.com/en-us/property/malaysia-(central)/sepang/setia-warisan-tropika/home,"37-1,",SIAP DENGAN: CFO PENUH,37-1/959/2009(05),20 May 2008,19 May 2009,"RM 350,000.00",0.00mps,RUMAH TERES,2.5,0,0,0,44,44,"520,000.00","698,000.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/37-1,"(390, '37-1')"
263,3 7 - 1 - B A N D A R   B A R U   S E R I   P E T A L I N G,PETALING GARDEN SDN. BHD.,37,37/12-2027/1387(A),06 Dec 2022,05 Dec 2027,0387062552,valli.m@spsetia.com,https://spsetia.com/en-us/property/malaysia-(central)/sepang/setia-warisan-tropika/home,"37-1,",SIAP DENGAN: CFO PENUH,37-1/959/2009(05),20 May 2008,19 May 2009,"RM 350,000.00",0.00mps,RUMAH TERES,2.5,0,0,0,231,231,"398,000.00","625,000.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/37-1,"(390, '37-1')"
264,3 7 - 1 - B A N D A R   B A R U   S E R I   P E T A L I N G,PETALING GARDEN SDN. BHD.,37,37/12-2027/1387(A),06 Dec 2022,05 Dec 2027,0387062552,valli.m@spsetia.com,https://spsetia.com/en-us/property/malaysia-(central)/sepang/setia-warisan-tropika/home,"37-1,",SIAP DENGAN: CFO PENUH,37-1/959/2009(05),20 May 2008,19 May 2009,"RM 350,000.00",0.00mps,RUMAH BERKEMBAR,2,0,0,0,140,140,"850,000.00","1,478,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/37-1,"(390, '37-1')"
265,3 7 - 1 - B A N D A R   B A R U   S E R I   P E T A L I N G,PETALING GARDEN SDN. BHD.,37,37/12-2027/1387(A),06 Dec 2022,05 Dec 2027,0387062552,valli.m@spsetia.com,https://spsetia.com/en-us/property/malaysia-(central)/sepang/setia-warisan-tropika/home,"37-1,",SIAP DENGAN: CFO PENUH,37-1/959/2009(05),20 May 2008,19 May 2009,"RM 350,000.00",0.00mps,RUMAH BERKEMBAR,2,0,0,0,52,52,"720,000.00","1,336,000.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/37-1,"(390, '37-1')"
266,3 7 - 1 - B A N D A R   B A R U   S E R I   P E T A L I N G,PETALING GARDEN SDN. BHD.,37,37/12-2027/1387(A),06 Dec 2022,05 Dec 2027,0387062552,valli.m@spsetia.com,https://spsetia.com/en-us/property/malaysia-(central)/sepang/setia-warisan-tropika/home,"37-1,",SIAP DENGAN: CFO PENUH,37-1/959/2009(05),20 May 2008,19 May 2009,"RM 350,000.00",0.00mps,RUMAH TERES,2,0,0,0,153,153,"350,000.00","598,000.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/37-1,"(390, '37-1')"
267,3 7 - 4 - B A N D A R   B A R U   S E R I   P E T A L I N G   -   Z O N E   K,PETALING GARDEN SDN. BHD.,37,37/12-2027/1387(A),06 Dec 2022,05 Dec 2027,0387062552,valli.m@spsetia.com,https://spsetia.com/en-us/property/malaysia-(central)/sepang/setia-warisan-tropika/home,"37-4,",SIAP DENGAN: CCC PENUH,37-4/10-2014/0536(P),27 Oct 2013,26 Oct 2014,"RM 621,888.00",0.00mps,PANGSAPURI SERVIS,11,0,0,0,156,35,"621,888.00","1,685,888.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/37-4,"(391, '37-4')"
268,3 7 - 5 - B A N D A R   B A R U   S E R I   P E T A L I N G   F A S A   Z O N E   P 3 ( R E S I D E N S I   R I M B U N A N ),PETALING GARDEN SDN. BHD.,37,37/12-2027/1387(A),06 Dec 2022,05 Dec 2027,0387062552,valli.m@spsetia.com,https://spsetia.com/en-us/property/malaysia-(central)/sepang/setia-warisan-tropika/home,"37-5,",SIAP DENGAN: CCC PENUH,37-5/04-2021/01682(P),07 Apr 2020,06 Apr 2021,"RM 297,888.00",77.00mps,RUMAH PANGSA/KONDO,20,0,0,77,272,0,"297,888.00","297,888.00",100.00,"[""3.065554, 101.683213""]",,https://teduh.kpkt.gov.my/project-swasta/37-5,"(392, '37-5')"
269,3 9 1 9 - 3 - S E T A P A K   H E I G H T S   D E V E L O M E N T   S D N .   B H D .,SETAPAK HEIGHTS DEVELOMENT SDN. BHD.,3919,3919-3/07-2020/02255(L),20 Jul 2019,19 Jul 2020,-,-,-,"3919-3,",SIAP DENGAN: CCC PENUH,3919-3/05-2016/0460(P),16 May 2014,15 May 2016,"RM 655,000.00","1,085.00mps",RUMAH PANGSA/KONDO,30,0,0,"1,085",523,81,"655,000.00","1,299,000.00",100.00,"[""3.131000, 101.680000""]",,https://teduh.kpkt.gov.my/project-swasta/3919-3,"(393, '3919-3')"
270,4 1 0 5 - 1 2 - S U N W A Y   V E L O C I T Y,SUNWAY CITY SDN. BHD.,4105,4105-13/07-2020/01964(L),15 Jul 2019,14 Jul 2020,-,-,-,"4105-12,",SIAP DENGAN: CCC PENUH,4105-12/05-2018/01317(P),17 May 2017,16 May 2018,"RM 967,000.00",936.00mps,PANGSAPURI SERVIS,31,0,0,936,334,4,"967,000.00","2,076,000.00",100.00,"[""3.128799, 101.724124""]",,https://teduh.kpkt.gov.my/project-swasta/4105-12,"(394, '4105-12')"
271,4 1 0 5 - 1 3 - S U N W A Y   V E L O C I T Y,SUNWAY CITY SDN. BHD.,4105,4105-13/07-2020/01964(L),15 Jul 2019,14 Jul 2020,-,-,-,"4105-13,",SIAP DENGAN: CCC PENUH,4105-13/07-2018/01775(P),15 Jul 2017,14 Jul 2018,"RM 1,174,000.00",65.00mps,PANGSAPURI SERVIS,31,0,0,65,411,45,"1,174,000.00","1,969,000.00",100.00,"[""3.128799, 101.724124""]",,https://teduh.kpkt.gov.my/project-swasta/4105-13,"(395, '4105-13')"
272,4 1 0 5 - 9 - S U N W A Y   V E L O C I T Y,SUNWAY CITY SDN. BHD.,4105,4105-13/07-2020/01964(L),15 Jul 2019,14 Jul 2020,-,-,-,"4105-9,",SIAP DENGAN: CCC PENUH,4105-9/04-2015/01604(P),08 Apr 2014,07 Apr 2015,"RM 800,000.00","333,455.00mps",PANGSAPURI SERVIS,19,0,0,"333,455",264,-5,"800,000.00","2,653,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/4105-9,"(396, '4105-9')"
273,4 1 3 1 - 1 0 4 - C E R I A A N   K I A R A,KAR SIN BHD.,4131,4131/03-2024/0223(A),23 Mar 2022,22 Mar 2024,6056882889,ksbkpkt@gmail.com,-,"4131-104,",SIAP DENGAN: CFO PENUH,4131-104/626/2010(03),31 Mar 2009,30 Mar 2010,"RM 665,800.00",0.00mps,RUMAH PANGSA/KONDO,26,0,0,0,38,38,"665,800.00","698,800.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/4131-104,"(397, '4131-104')"
274,4 1 3 1 - 1 0 4 - C E R I A A N   K I A R A,KAR SIN BHD.,4131,4131/03-2024/0223(A),23 Mar 2022,22 Mar 2024,6056882889,ksbkpkt@gmail.com,-,"4131-104,",SIAP DENGAN: CFO PENUH,4131-104/626/2010(03),31 Mar 2009,30 Mar 2010,"RM 665,800.00",0.00mps,RUMAH PANGSA/KONDO,26,0,0,0,34,34,"803,800.00","841,800.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/4131-104,"(397, '4131-104')"
275,4 1 3 1 - 1 0 4 - C E R I A A N   K I A R A,KAR SIN BHD.,4131,4131/03-2024/0223(A),23 Mar 2022,22 Mar 2024,6056882889,ksbkpkt@gmail.com,-,"4131-104,",SIAP DENGAN: CFO PENUH,4131-104/626/2010(03),31 Mar 2009,30 Mar 2010,"RM 665,800.00",0.00mps,RUMAH PANGSA/KONDO,26,0,0,0,2,2,"1,054,800.00","1,061,800.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/4131-104,"(397, '4131-104')"
