,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
2311,3 8 2 8 - 9 - S E R I   A S T A N A   P A R C E L   C,EUPE KEMAJUAN SDN. BHD,3828,3828/03-2024/0224(A),26 Mar 2022,25 Mar 2024,044414888,nurulakmar@eupe.com.my,-,"3828-9,",SIAP DENGAN: CFO PENUH,3828-9/1136/2011(07),11 Jul 2010,10 Jul 2011,"RM 35,000.00",0mps,1,0,0,0,25,25,"108,800.00","144,320.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3828-9,"25, 79, 0"
2312,3 8 2 8 - 9 - S E R I   A S T A N A   P A R C E L   C,EUPE KEMAJUAN SDN. BHD,3828,3828/03-2024/0224(A),26 Mar 2022,25 Mar 2024,044414888,nurulakmar@eupe.com.my,-,"3828-9,",SIAP DENGAN: CFO PENUH,3828-9/1136/2011(07),11 Jul 2010,10 Jul 2011,"RM 35,000.00",0mps,1.5,0,0,0,78,78,"138,800.00","192,840.00",87.35,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3828-9,"25, 79, 0"
2313,3 8 2 8 - 9 - S E R I   A S T A N A   P A R C E L   C,EUPE KEMAJUAN SDN. BHD,3828,3828/03-2024/0224(A),26 Mar 2022,25 Mar 2024,044414888,nurulakmar@eupe.com.my,-,"3828-9,",SIAP DENGAN: CFO PENUH,3828-9/1136/2011(07),11 Jul 2010,10 Jul 2011,"RM 35,000.00",0mps,1,0,0,0,109,109,"108,800.00","171,200.00",90.50,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3828-9,"25, 79, 0"
2314,3 8 2 8 - 9 - S E R I   A S T A N A   P A R C E L   C,EUPE KEMAJUAN SDN. BHD,3828,3828/03-2024/0224(A),26 Mar 2022,25 Mar 2024,044414888,nurulakmar@eupe.com.my,-,"3828-9,",SIAP DENGAN: CFO PENUH,3828-9/1136/2011(07),11 Jul 2010,10 Jul 2011,"RM 35,000.00",0mps,1,0,0,0,211,211,"35,000.00","72,280.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3828-9,"25, 79, 0"
2315,3 8 2 8 - 9 - S E R I   A S T A N A   P A R C E L   C,EUPE KEMAJUAN SDN. BHD,3828,3828/03-2024/0224(A),26 Mar 2022,25 Mar 2024,044414888,nurulakmar@eupe.com.my,-,"3828-9,",SIAP DENGAN: CFO PENUH,3828-9/1136/2011(07),11 Jul 2010,10 Jul 2011,"RM 35,000.00",0mps,2,0,0,0,46,46,"180,000.00","235,040.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3828-9,"25, 79, 0"
2316,3 8 4 7 - 1 - B A N D A R   D A T A R A N   S E G A R,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-1,",-,3847/1536/2000(10),27 Oct 1999,26 Oct 2000,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3847-1,"16, 81, 0"
2317,3 8 4 7 - 1 0 - B A N D A R   D A T A R A N   S E G A R,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-10,",SIAP DENGAN: CFO PENUH,3847-10/409/2009(03),06 Mar 2008,05 Mar 2009,"RM 246,800.00",0mps,2,0,0,0,32,32,"246,800.00","407,630.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3847-10,"25, 81, 0"
2318,3 8 4 7 - 1 0 - B A N D A R   D A T A R A N   S E G A R,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-10,",SIAP DENGAN: CFO PENUH,3847-10/409/2009(03),06 Mar 2008,05 Mar 2009,"RM 246,800.00",0mps,2,0,0,0,28,28,"246,800.00","296,690.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3847-10,"25, 81, 0"
2319,3 8 4 7 - 1 0 - B A N D A R   D A T A R A N   S E G A R,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-10,",SIAP DENGAN: CFO PENUH,3847-10/409/2009(03),06 Mar 2008,05 Mar 2009,"RM 246,800.00",0mps,2.5,0,0,0,8,8,"720,381.00","739,611.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3847-10,"25, 81, 0"
2320,3 8 4 7 - 1 0 - B A N D A R   D A T A R A N   S E G A R,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-10,",SIAP DENGAN: CFO PENUH,3847-10/409/2009(03),06 Mar 2008,05 Mar 2009,"RM 246,800.00",0mps,2,0,0,0,13,13,"417,257.00","589,007.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3847-10,"25, 81, 0"
2321,3 8 4 7 - 1 1 - B A N D A R   D A T A R A N   S E G A R,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-11,",-,-,-,-,"RM 241,693.00",0mps,2,0,0,0,305,305,"241,693.00","425,711.00",0.00,BELUM MULA,,,https://teduh.kpkt.gov.my/project-swasta/3847-11,"1, 82, 0"
2322,3 8 4 7 - 1 2 - B A N D A R   D A T A R A N   S E G A R,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-12,",SIAP DENGAN: CFO PENUH,3847-12/08-2014/0324(P),26 Aug 2013,25 Aug 2014,"RM 298,605.00",0mps,2,0,0,0,42,1,"298,605.00","460,178.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3847-12,"2, 82, 0"
2323,3 8 4 7 - 1 2 - B A N D A R   D A T A R A N   S E G A R,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-12,",SIAP DENGAN: CFO PENUH,3847-12/08-2014/0324(P),26 Aug 2013,25 Aug 2014,"RM 298,605.00",0mps,2,0,0,0,60,0,"298,605.00","461,157.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3847-12,"2, 82, 0"
2324,3 8 4 7 - 1 3 - P E R T H   8 1,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-13,",SIAP DENGAN: CFO PENUH,3847-13/12-2016/02698(P),21 Dec 2015,20 Dec 2016,"RM 368,800.00",196mps,2,0,0,196,81,14,"368,800.00","551,800.00",100.00,SIAP DENGAN: CFO PENUH,"[""2.561379, 101.819062""]",,https://teduh.kpkt.gov.my/project-swasta/3847-13,"3, 82, 0"
2325,"3 8 4 7 - 1 4 - C A N B E R R A ,   T A S M A N I A ,   N E W   S O U T H   W A L E S ,   M E L B O U R N E",DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-14,",SIAP DENGAN: CCC PENUH,3847-14/01-2017/01100(P),16 Jan 2016,15 Jan 2017,"RM 688,688.00",0mps - 414mps,3,0,0,0,1,1,"1,960,000.00","1,960,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.563053, 101.820248""]",,https://teduh.kpkt.gov.my/project-swasta/3847-14,"4, 82, 0"
2326,"3 8 4 7 - 1 4 - C A N B E R R A ,   T A S M A N I A ,   N E W   S O U T H   W A L E S ,   M E L B O U R N E",DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-14,",SIAP DENGAN: CCC PENUH,3847-14/01-2017/01100(P),16 Jan 2016,15 Jan 2017,"RM 688,688.00",0mps - 414mps,2,0,0,281,44,16,"688,688.00","950,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.563053, 101.820248""]",,https://teduh.kpkt.gov.my/project-swasta/3847-14,"4, 82, 0"
2327,"3 8 4 7 - 1 4 - C A N B E R R A ,   T A S M A N I A ,   N E W   S O U T H   W A L E S ,   M E L B O U R N E",DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-14,",SIAP DENGAN: CCC PENUH,3847-14/01-2017/01100(P),16 Jan 2016,15 Jan 2017,"RM 688,688.00",0mps - 414mps,3,0,0,0,6,6,"2,378,000.00","2,569,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.563053, 101.820248""]",,https://teduh.kpkt.gov.my/project-swasta/3847-14,"4, 82, 0"
2328,"3 8 4 7 - 1 4 - C A N B E R R A ,   T A S M A N I A ,   N E W   S O U T H   W A L E S ,   M E L B O U R N E",DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-14,",SIAP DENGAN: CCC PENUH,3847-14/01-2017/01100(P),16 Jan 2016,15 Jan 2017,"RM 688,688.00",0mps - 414mps,2,0,0,414,5,2,"1,438,000.00","1,468,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.563053, 101.820248""]",,https://teduh.kpkt.gov.my/project-swasta/3847-14,"4, 82, 0"
2329,3 8 4 7 - 2 - B A N D A R   D A T A R A N   S E G A R   F A S A   2 A,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-2,",-,3847-2/509/2005(03),15 Mar 2004,14 Mar 2005,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3847-2,"17, 81, 0"
2330,3 8 4 7 - 3 - B A N D A R   D A T A R A N   S E G A R   F A S A   2 B,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-3,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3847-3,"18, 81, 0"
2331,3 8 4 7 - 4 - B A N D A R   D A T A R A N   S E G A R   F A S A   2 C,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-4,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3847-4,"19, 81, 0"
2332,3 8 4 7 - 5 - B A N D A R   D A T A R A N   S E G A R   F A S A   2 D,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-5,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3847-5,"20, 81, 0"
2333,3 8 4 7 - 6 - B A N D A R   D A T A R A N   S E G A R   -   F A S A   2 A ( 1 ),DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-6,",-,3847/1582/2001(09),14 Sep 2000,13 Sep 2001,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3847-6,"21, 81, 0"
2334,3 8 4 7 - 7 - B A N D A R   D A T A R A N   S E G A R,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-7,",BERJALAN LANCAR,3847-7/545/2006(03),14 Mar 2005,13 Mar 2006,"RM 40,000.00",0mps,4,0,0,0,557,557,"40,000.00","40,000.00",0.00,BELUM MULA,,,https://teduh.kpkt.gov.my/project-swasta/3847-7,"22, 81, 0"
2335,3 8 4 7 - 8 - B A N D A R   D A T A R A N   S E G A R,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-8,",SIAP DENGAN: CFO PENUH,3847-8/130/2013(01),12 Jan 2012,11 Jan 2013,"RM 106,200.00",0mps,1,0,0,0,127,50,"165,000.00","257,825.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3847-8,"23, 81, 0"
2336,3 8 4 7 - 8 - B A N D A R   D A T A R A N   S E G A R,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-8,",SIAP DENGAN: CFO PENUH,3847-8/130/2013(01),12 Jan 2012,11 Jan 2013,"RM 106,200.00",0mps,1,0,0,0,132,0,"106,200.00","194,860.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3847-8,"23, 81, 0"
2337,3 8 4 7 - 9 - B A N D A R   D A T A R A N   S E G A R,DATARAN SEGAR SDN. BHD.,3847,3847-14/01-2017/01100(L),16 Jan 2016,15 Jan 2017,-,miladssb@yahoo.com,WWW.SEGARHOMES.COM,"3847-9,",SIAP DENGAN: CFO PENUH,3847-9/1762/2007(09),07 Sep 2006,06 Sep 2007,"RM 173,000.00",0mps,2,0,0,0,59,59,"173,000.00","254,780.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3847-9,"24, 81, 0"
2338,3 8 4 9 - 1 - T A M A N   R A S I   J A Y A,MILLION-PURPOSE PROPERTIES SDN.BHD.,3849,3849/06-2025/0581(R),21 Jun 2020,20 Jun 2025,-,reciprocal2801@yahoo.com,-,"3849-1,",-,3849/647/1999(05),06 May 1998,05 May 1999,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3849-1,"5, 82, 0"
2339,3 8 4 9 - 2 - T A M A N   R A S I   J A Y A   F A S A   8,MILLION-PURPOSE PROPERTIES SDN.BHD.,3849,3849/06-2025/0581(R),21 Jun 2020,20 Jun 2025,-,reciprocal2801@yahoo.com,-,"3849-2,",-,3849-2/1436/2003(08),28 Aug 2002,27 Aug 2003,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3849-2,"6, 82, 0"
2340,3 8 4 9 - 3 - T A M A N   P E G O H     F A S A   2,MILLION-PURPOSE PROPERTIES SDN.BHD.,3849,3849/06-2025/0581(R),21 Jun 2020,20 Jun 2025,-,reciprocal2801@yahoo.com,-,"3849-3,",-,3849-3/965/2003(05),27 Jun 2002,29 May 2003,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3849-3,"7, 82, 0"
2341,3 8 4 9 - 4 - T A M A N   B U N T O N G   J A Y A   B A R A T,MILLION-PURPOSE PROPERTIES SDN.BHD.,3849,3849/06-2025/0581(R),21 Jun 2020,20 Jun 2025,-,reciprocal2801@yahoo.com,-,"3849-4,",-,3849-4/1488/2003(07),12 Jul 2002,11 Jul 2003,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3849-4,"8, 82, 0"
2342,3 8 4 9 - 5 - T A M A N   R A S I   J A Y A   ( F A S A   7 B ),MILLION-PURPOSE PROPERTIES SDN.BHD.,3849,3849/06-2025/0581(R),21 Jun 2020,20 Jun 2025,-,reciprocal2801@yahoo.com,-,"3849-5,",SIAP DENGAN: CFO PENUH,3849-5/1998/2006(08),23 Aug 2005,22 Aug 2006,"RM 175,888.00",0mps,2,0,0,0,13,13,"175,888.00","268,888.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3849-5,"9, 82, 0"
2343,3 8 4 9 - 6 - T A M A N   R A S I   J A Y A,MILLION-PURPOSE PROPERTIES SDN.BHD.,3849,3849/06-2025/0581(R),21 Jun 2020,20 Jun 2025,-,reciprocal2801@yahoo.com,-,"3849-6,",SIAP DENGAN: CCC PENUH,3849-6/06-2019/0411(P),08 Jun 2017,07 Jun 2019,"RM 350,000.00",156mps,2,0,0,156,29,0,"350,000.00","520,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.578048, 101.033663""]",,https://teduh.kpkt.gov.my/project-swasta/3849-6,"10, 82, 0"
2344,"3 8 5 0 - 1 - T A M A N   K E L A D I   F A S A   I ,   I I",PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-1,",-,3850/1318/1992(12),18 Dec 1991,17 Dec 1992,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3850-1,"11, 82, 0"
2345,3 8 5 0 - 1 0 - B I N T A N G   M A Y A   I I,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-10,",SIAP DENGAN: CCC PENUH,3850-10/06-2020/01907(P),16 Jun 2019,15 Jun 2020,"RM 435,600.00",198mps,2,0,0,198,81,67,"435,600.00","751,300.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3850-10,"20, 82, 0"
2346,3 8 5 0 - 1 1 - B I N T A N G   M A Y A   I I,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-11,",SIAP DENGAN: CCC PENUH,3850-11/03-2021/0201(P),06 Mar 2019,05 Mar 2021,"RM 441,100.00",198mps,2,0,0,198,56,41,"441,100.00","650,100.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3850-11,"21, 82, 0"
2347,3 8 5 0 - 1 2 - B I N T A N G   M A Y A   I I I,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-12,",SIAP DENGAN: CCC PENUH,3850-12/04-2023/0368(A)-(L),22 Apr 2021,21 Apr 2023,"RM 413,000.00",195mps,2,0,0,195,60,0,"413,000.00","622,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.612465, 100.526720""]",,https://teduh.kpkt.gov.my/project-swasta/3850-12,"22, 82, 0"
2348,3 8 5 0 - 1 3 - R A M L E E   B U K I T   B I N T A N G,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-13,",BERJALAN LANCAR,3850-13/01-2025/0083(N)-(L),27 Jan 2023,26 Jan 2025,"RM 757,850.00",184mps - 186mps,1,4,3,184,15,0,"757,850.00","1,143,100.00",82.50,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/3850-13,"23, 82, 0"
2349,3 8 5 0 - 1 3 - R A M L E E   B U K I T   B I N T A N G,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-13,",BERJALAN LANCAR,3850-13/01-2025/0083(N)-(L),27 Jan 2023,26 Jan 2025,"RM 757,850.00",184mps - 186mps,1,4,3,186,11,1,"763,600.00","1,162,650.00",86.14,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/3850-13,"23, 82, 0"
2350,3 8 5 0 - 1 4 - R A M L E E   B U K I T   B I N T A N G,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-14,",BERJALAN LANCAR,3850-14/04-2025/0413(N)-(L),06 Apr 2023,05 Apr 2025,"RM 757,850.00",184mps - 186mps,1,4,3,186,10,0,"763,600.00","1,024,650.00",97.50,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/3850-14,"24, 82, 0"
2351,3 8 5 0 - 1 4 - R A M L E E   B U K I T   B I N T A N G,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-14,",BERJALAN LANCAR,3850-14/04-2025/0413(N)-(L),06 Apr 2023,05 Apr 2025,"RM 757,850.00",184mps - 186mps,1,4,3,184,16,2,"757,850.00","1,196,000.00",90.94,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/3850-14,"24, 82, 0"
2352,3 8 5 0 - 1 5 - R A M L E E   B U K I T   B I N T A N G,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-15,",BERJALAN LANCAR,3850-15/08-2025/0953(N)-(L),23 Aug 2023,22 Aug 2025,"RM 747,500.00",186mps,1,4,3,186,34,25,"747,500.00","1,327,100.00",16.76,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/3850-15,"25, 82, 0"
2353,3 8 5 0 - 1 5 - R A M L E E   B U K I T   B I N T A N G,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-15,",BERJALAN LANCAR,3850-15/08-2025/0953(N)-(L),23 Aug 2023,22 Aug 2025,"RM 747,500.00",186mps,1,4,3,186,10,1,"805,000.00","930,350.00",11.00,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/3850-15,"25, 82, 0"
2354,3 8 5 0 - 2 - B A N D A R   P E R D A N A,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-2,",-,3850/1151/2002(07),26 Jul 2001,25 Jul 2002,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3850-2,"12, 82, 0"
2355,3 8 5 0 - 3 - B A N D A R   P E R D A N A,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-3,",SIAP DENGAN: CFO PENUH,3850-3/1026/2009(05),26 May 2008,25 May 2009,"RM 85,215.00",0mps,1,0,0,0,90,90,"95,888.00","170,192.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3850-3,"13, 82, 0"
2356,3 8 5 0 - 3 - B A N D A R   P E R D A N A,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-3,",SIAP DENGAN: CFO PENUH,3850-3/1026/2009(05),26 May 2008,25 May 2009,"RM 85,215.00",0mps,1,0,0,0,104,104,"85,215.00","144,584.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3850-3,"13, 82, 0"
2357,3 8 5 0 - 3 - B A N D A R   P E R D A N A,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-3,",SIAP DENGAN: CFO PENUH,3850-3/1026/2009(05),26 May 2008,25 May 2009,"RM 85,215.00",0mps,1,0,0,0,14,11,"92,150.00","169,964.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3850-3,"13, 82, 0"
2358,3 8 5 0 - 3 - B A N D A R   P E R D A N A,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-3,",SIAP DENGAN: CFO PENUH,3850-3/1026/2009(05),26 May 2008,25 May 2009,"RM 85,215.00",0mps,1.5,0,0,0,143,143,"99,750.00","154,140.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3850-3,"13, 82, 0"
2359,3 8 5 0 - 3 - B A N D A R   P E R D A N A,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-3,",SIAP DENGAN: CFO PENUH,3850-3/1026/2009(05),26 May 2008,25 May 2009,"RM 85,215.00",0mps,2,0,0,0,38,38,"109,915.00","144,258.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/3850-3,"13, 82, 0"
2360,3 8 5 0 - 3 - B A N D A R   P E R D A N A,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-3,",SIAP DENGAN: CFO PENUH,3850-3/1026/2009(05),26 May 2008,25 May 2009,"RM 85,215.00",0mps,1,0,0,0,126,126,"121,658.00","271,658.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/3850-3,"13, 82, 0"
2361,3 8 5 0 - 3 - B A N D A R   P E R D A N A,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-3,",SIAP DENGAN: CFO PENUH,3850-3/1026/2009(05),26 May 2008,25 May 2009,"RM 85,215.00",0mps,1,0,0,0,56,56,"91,500.00","125,532.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3850-3,"13, 82, 0"
2362,3 8 5 0 - 3 - B A N D A R   P E R D A N A,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-3,",SIAP DENGAN: CFO PENUH,3850-3/1026/2009(05),26 May 2008,25 May 2009,"RM 85,215.00",0mps,1,0,0,0,114,114,"129,740.00","203,862.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3850-3,"13, 82, 0"
2363,3 8 5 0 - 3 - B A N D A R   P E R D A N A,PLENITUDE HEIGHTS SDN. BHD.,3850,3850/04-2028/0618(A),22 Apr 2023,21 Apr 2028,-,-,-,"3850-3,",SIAP DENGAN: CFO PENUH,3850-3/1026/2009(05),26 May 2008,25 May 2009,"RM 85,215.00",0mps,2,0,0,0,107,107,"157,462.00","217,525.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3850-3,"13, 82, 0"
