,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
794,1 8 4 1 - 6 - D E S A   B A R U   T O K   J E R I N G,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-6,",-,1841/706/1998(06),14 Jun 1997,13 Jun 1998,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1841-6,"4, 35, 0"
795,1 8 4 1 - 7 - D E S A   P U S U   T I G A,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-7,",SIAP DENGAN: CFO PENUH,1841/205/2000(02),22 Feb 1999,21 Feb 2000,"RM 30,000.00",0mps,1,0,0,0,9,0,"112,000.00","118,600.00",100.00,SIAP DENGAN: CFO PENUH,"[""5.366505, 103.081901""]",,https://teduh.kpkt.gov.my/project-swasta/1841-7,"5, 35, 0"
796,1 8 4 1 - 7 - D E S A   P U S U   T I G A,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-7,",SIAP DENGAN: CFO PENUH,1841/205/2000(02),22 Feb 1999,21 Feb 2000,"RM 30,000.00",0mps,1,0,0,0,105,0,"65,000.00","82,000.00",100.00,SIAP DENGAN: CFO PENUH,"[""5.366505, 103.081901""]",,https://teduh.kpkt.gov.my/project-swasta/1841-7,"5, 35, 0"
797,1 8 4 1 - 7 - D E S A   P U S U   T I G A,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-7,",SIAP DENGAN: CFO PENUH,1841/205/2000(02),22 Feb 1999,21 Feb 2000,"RM 30,000.00",0mps,1,0,0,0,52,0,"30,000.00","42,000.00",100.00,SIAP DENGAN: CFO PENUH,"[""5.366505, 103.081901""]",,https://teduh.kpkt.gov.my/project-swasta/1841-7,"5, 35, 0"
798,1 8 4 1 - 7 - D E S A   P U S U   T I G A,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-7,",SIAP DENGAN: CFO PENUH,1841/205/2000(02),22 Feb 1999,21 Feb 2000,"RM 30,000.00",0mps,1,0,0,0,20,0,"90,000.00","100,000.00",100.00,SIAP DENGAN: CFO PENUH,"[""5.366505, 103.081901""]",,https://teduh.kpkt.gov.my/project-swasta/1841-7,"5, 35, 0"
799,1 8 4 1 - 7 - D E S A   P U S U   T I G A,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-7,",SIAP DENGAN: CFO PENUH,1841/205/2000(02),22 Feb 1999,21 Feb 2000,"RM 30,000.00",0mps,2,0,0,0,5,0,"135,000.00","152,046.00",100.00,SIAP DENGAN: CFO PENUH,"[""5.366505, 103.081901""]",,https://teduh.kpkt.gov.my/project-swasta/1841-7,"5, 35, 0"
800,1 8 4 1 - 8 - M E N A R A   S R I   T A N J O N G,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-8,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1841-8,"6, 35, 0"
801,1 8 4 1 - 9 - D E S A   P A D A N G   N E N A S,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-9,",-,1841/1162/2002(06),22 Jun 2001,21 Jun 2002,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1841-9,"7, 35, 0"
802,1 8 6 0 - 1 - T A M A N   P E L A N G I   ( F A S A   2 ),LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-1,",-,1860/303/1993(03),17 Mar 1992,16 Mar 1993,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1860-1,"22, 35, 0"
803,1 8 6 0 - 1 0 - T A M A N   P E L A N G I   F A S A   8,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-10,",-,1860/202/2000(03),11 Mar 1999,10 Mar 2000,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1860-10,"5, 36, 0"
804,1 8 6 0 - 1 1 - T A M A N   C E M E R L A N G,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-11,",-,1860/393/2001(03),15 Mar 2000,14 Mar 2001,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1860-11,"6, 36, 0"
805,1 8 6 0 - 1 2 - T A M A N   P E L A N G I   F A S A   9,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-12,",-,1860/836/2002(06),06 Jun 2001,05 Jun 2002,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1860-12,"7, 36, 0"
806,1 8 6 0 - 1 3 - T A M A N   P E L A N G I   ( F A S A   1 0 ),LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-13,",-,1860-13/1257/2004(07),05 Jul 2003,04 Jul 2004,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1860-13,"8, 36, 0"
807,1 8 6 0 - 1 4 - T A M A N   S R I   P E L A N G 1,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-14,",SIAP DENGAN: CFO PENUH,1860-14/738/2009(04),17 Apr 2008,16 Apr 2009,"RM 76,999.00",0mps,1,0,0,0,10,10,"89,999.00","109,289.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1860-14,"9, 36, 0"
808,1 8 6 0 - 1 4 - T A M A N   S R I   P E L A N G 1,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-14,",SIAP DENGAN: CFO PENUH,1860-14/738/2009(04),17 Apr 2008,16 Apr 2009,"RM 76,999.00",0mps,1,0,0,0,10,10,"86,999.00","128,467.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1860-14,"9, 36, 0"
809,1 8 6 0 - 1 4 - T A M A N   S R I   P E L A N G 1,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-14,",SIAP DENGAN: CFO PENUH,1860-14/738/2009(04),17 Apr 2008,16 Apr 2009,"RM 76,999.00",0mps,1,0,0,0,10,10,"109,999.00","154,414.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1860-14,"9, 36, 0"
810,1 8 6 0 - 1 4 - T A M A N   S R I   P E L A N G 1,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-14,",SIAP DENGAN: CFO PENUH,1860-14/738/2009(04),17 Apr 2008,16 Apr 2009,"RM 76,999.00",0mps,1,0,0,0,11,11,"76,999.00","88,899.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1860-14,"9, 36, 0"
811,1 8 6 0 - 1 5 - T A M A N   S R I   M A N G G I S,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-15,",SIAP DENGAN: CFO PENUH,1860-15/92/2009(01),17 Jan 2008,16 Jan 2009,"RM 179,888.00",0mps,1,0,0,0,6,6,"189,999.00","233,179.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1860-15,"10, 36, 0"
812,1 8 6 0 - 1 5 - T A M A N   S R I   M A N G G I S,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-15,",SIAP DENGAN: CFO PENUH,1860-15/92/2009(01),17 Jan 2008,16 Jan 2009,"RM 179,888.00",0mps,1,0,0,0,4,4,"179,888.00","191,939.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1860-15,"10, 36, 0"
813,1 8 6 0 - 1 6 - T A M A N   I N T A N   J A Y A   2,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-16,",SIAP DENGAN: CCC PENUH,1860-16/1636/2011(06),24 Aug 2010,09 Jun 2011,"RM 128,999.00",0mps,1,0,0,0,16,16,"149,999.00","165,779.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1860-16,"11, 36, 0"
814,1 8 6 0 - 1 6 - T A M A N   I N T A N   J A Y A   2,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-16,",SIAP DENGAN: CCC PENUH,1860-16/1636/2011(06),24 Aug 2010,09 Jun 2011,"RM 128,999.00",0mps,1,0,0,0,8,8,"227,999.00","256,919.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1860-16,"11, 36, 0"
815,1 8 6 0 - 1 6 - T A M A N   I N T A N   J A Y A   2,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-16,",SIAP DENGAN: CCC PENUH,1860-16/1636/2011(06),24 Aug 2010,09 Jun 2011,"RM 128,999.00",0mps,1.5,0,0,0,8,8,"217,999.00","255,099.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1860-16,"11, 36, 0"
816,1 8 6 0 - 1 6 - T A M A N   I N T A N   J A Y A   2,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-16,",SIAP DENGAN: CCC PENUH,1860-16/1636/2011(06),24 Aug 2010,09 Jun 2011,"RM 128,999.00",0mps,1,0,0,0,6,6,"128,999.00","201,999.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1860-16,"11, 36, 0"
817,1 8 6 0 - 1 7 - T A M A N   I N T A N   J A Y A   1,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-17,",SIAP DENGAN: CFO PENUH,1860-17/1512/2012(07),21 Jul 2011,20 Jul 2012,"RM 279,999.00",0mps,1,0,0,0,16,16,"279,999.00","328,999.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1860-17,"12, 36, 0"
818,1 8 6 0 - 1 8 - T A M A N   B E R L I A N   1,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-18,",SIAP DENGAN: CCC PENUH,1860-18/08-2014/0694(P),13 Aug 2013,12 Aug 2014,"RM 269,999.00",0mps,1,0,0,0,28,2,"269,999.00","354,999.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1860-18,"13, 36, 0"
819,1 8 6 0 - 1 9 - T A M A N   S E R I   L A N G K A P,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-19,",SIAP DENGAN: CCC PENUH,1860-19/01-2017/01148(P),17 Jan 2016,16 Jan 2017,"RM 189,999.00",102mps - 194mps,1,0,0,102,17,0,"189,999.00","275,999.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.068503, 101.153559""]",,https://teduh.kpkt.gov.my/project-swasta/1860-19,"14, 36, 0"
820,1 8 6 0 - 1 9 - T A M A N   S E R I   L A N G K A P,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-19,",SIAP DENGAN: CCC PENUH,1860-19/01-2017/01148(P),17 Jan 2016,16 Jan 2017,"RM 189,999.00",102mps - 194mps,2,0,0,172,17,4,"289,999.00","375,999.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.068503, 101.153559""]",,https://teduh.kpkt.gov.my/project-swasta/1860-19,"14, 36, 0"
821,1 8 6 0 - 1 9 - T A M A N   S E R I   L A N G K A P,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-19,",SIAP DENGAN: CCC PENUH,1860-19/01-2017/01148(P),17 Jan 2016,16 Jan 2017,"RM 189,999.00",102mps - 194mps,2,0,0,194,4,1,"499,999.00","672,999.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.068503, 101.153559""]",,https://teduh.kpkt.gov.my/project-swasta/1860-19,"14, 36, 0"
822,1 8 6 0 - 2 - T A M A N   P E L A N G I   F A S A   3   &   4,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-2,",-,1860/802/1994(08),02 Aug 1993,01 Aug 1994,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1860-2,"23, 35, 0"
823,1 8 6 0 - 2 0 - T A M A N   I N T A N   B A H A G I A   2,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-20,",SIAP DENGAN: CCC PENUH,1860-20/02-2024/0673(R)-(L),05 Feb 2023,04 Feb 2024,"RM 329,999.00",94mps,1,4,2,94,14,2,"329,999.00","399,999.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.031438, 101.036351""]",,https://teduh.kpkt.gov.my/project-swasta/1860-20,"15, 36, 0"
824,1 8 6 0 - 3 - T A M A N   P E L A N G I,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-3,",-,1860/1051/1994(09),24 Sep 1993,23 Sep 1994,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1860-3,"24, 35, 0"
825,1 8 6 0 - 5 - T A M A N   P E L A N G I   F A S A   5,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-5,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1860-5,"25, 35, 0"
826,1 8 6 0 - 6 - T A M A N   P E L A N G I   F A S A   6,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-6,",-,1860/965/1997(08),17 Aug 1996,16 Aug 1997,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1860-6,"1, 36, 0"
827,1 8 6 0 - 7 - T A M A N   P E L A N G I   F A S A   6 .,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-7,",-,1860/75/1999(01),14 Jan 1998,13 Jan 1999,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1860-7,"2, 36, 0"
828,1 8 6 0 - 8 - T A M A N   P E L A N G I   F A S A   7,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-8,",-,1860/229/1998(02),24 Feb 1997,23 Feb 1998,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1860-8,"3, 36, 0"
829,1 8 6 0 - 9 - T A M A N   P E L A N G I     F A S A   8,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-9,",-,1860/114/1999(01),20 Jan 1998,19 Jan 1999,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1860-9,"4, 36, 0"
830,1 8 8 4 - 1 - T A M A N   D A H L I A   F A S A   I I,YS DEVELOPMENT SDN. BHD.,1884,1884/09-2027/1049(R),07 Sep 2022,06 Sep 2027,-,-,-,"1884-1,",-,1884/1551/2002(08),14 Aug 2001,13 Aug 2002,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1884-1,"16, 36, 0"
831,1 8 8 4 - 2 - X X X,YS DEVELOPMENT SDN. BHD.,1884,1884/09-2027/1049(R),07 Sep 2022,06 Sep 2027,-,-,-,"1884-2,",-,1884/667/1986(09),19 Sep 1985,18 Sep 1986,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1884-2,"17, 36, 0"
832,1 8 8 4 - 3 - X X X,YS DEVELOPMENT SDN. BHD.,1884,1884/09-2027/1049(R),07 Sep 2022,06 Sep 2027,-,-,-,"1884-3,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1884-3,"18, 36, 0"
833,1 8 8 4 - 4 - T A M A N   D A H L I A,YS DEVELOPMENT SDN. BHD.,1884,1884/09-2027/1049(R),07 Sep 2022,06 Sep 2027,-,-,-,"1884-4,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1884-4,"19, 36, 0"
834,1 8 8 4 - 5 - T A M A N   D A H L I A,YS DEVELOPMENT SDN. BHD.,1884,1884/09-2027/1049(R),07 Sep 2022,06 Sep 2027,-,-,-,"1884-5,",SIAP DENGAN: CCC PENUH,1884-5/09-2023/0120(R)-(L),07 Sep 2022,06 Sep 2023,"RM 364,000.00",173mps - 335mps,2,0,0,312,1,0,"793,000.00","793,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.436913, 102.415338""]",,https://teduh.kpkt.gov.my/project-swasta/1884-5,"20, 36, 0"
835,1 8 8 4 - 5 - T A M A N   D A H L I A,YS DEVELOPMENT SDN. BHD.,1884,1884/09-2027/1049(R),07 Sep 2022,06 Sep 2027,-,-,-,"1884-5,",SIAP DENGAN: CCC PENUH,1884-5/09-2023/0120(R)-(L),07 Sep 2022,06 Sep 2023,"RM 364,000.00",173mps - 335mps,2,0,0,281,4,2,"628,000.00","628,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.436913, 102.415338""]",,https://teduh.kpkt.gov.my/project-swasta/1884-5,"20, 36, 0"
836,1 8 8 4 - 5 - T A M A N   D A H L I A,YS DEVELOPMENT SDN. BHD.,1884,1884/09-2027/1049(R),07 Sep 2022,06 Sep 2027,-,-,-,"1884-5,",SIAP DENGAN: CCC PENUH,1884-5/09-2023/0120(R)-(L),07 Sep 2022,06 Sep 2023,"RM 364,000.00",173mps - 335mps,2,0,0,335,1,0,"878,000.00","878,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.436913, 102.415338""]",,https://teduh.kpkt.gov.my/project-swasta/1884-5,"20, 36, 0"
837,1 8 8 4 - 5 - T A M A N   D A H L I A,YS DEVELOPMENT SDN. BHD.,1884,1884/09-2027/1049(R),07 Sep 2022,06 Sep 2027,-,-,-,"1884-5,",SIAP DENGAN: CCC PENUH,1884-5/09-2023/0120(R)-(L),07 Sep 2022,06 Sep 2023,"RM 364,000.00",173mps - 335mps,2,0,0,173 - 264,14,4,"364,000.00","624,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.436913, 102.415338""]",,https://teduh.kpkt.gov.my/project-swasta/1884-5,"20, 36, 0"
838,1 8 9 0 - 1 - T A M A N   B U K I T   T E R A T A I,DERGAHAYU SDN. BHD.,1890,1890/04-2025/0328(R),12 Apr 2022,20 Apr 2025,-,-,-,"1890-1,",-,1890/657/1993(06),11 Jun 1992,10 Jun 1993,"RM 20,000.00",0mps,4,0,0,0,399,399,"39,888.00","56,888.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1890-1,"21, 36, 0"
839,1 8 9 0 - 1 - T A M A N   B U K I T   T E R A T A I,DERGAHAYU SDN. BHD.,1890,1890/04-2025/0328(R),12 Apr 2022,20 Apr 2025,-,-,-,"1890-1,",-,1890/657/1993(06),11 Jun 1992,10 Jun 1993,"RM 20,000.00",0mps,2,0,0,0,62,62,"99,800.00","99,800.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1890-1,"21, 36, 0"
840,1 8 9 0 - 1 - T A M A N   B U K I T   T E R A T A I,DERGAHAYU SDN. BHD.,1890,1890/04-2025/0328(R),12 Apr 2022,20 Apr 2025,-,-,-,"1890-1,",-,1890/657/1993(06),11 Jun 1992,10 Jun 1993,"RM 20,000.00",0mps,3,0,0,0,230,230,"95,000.00","95,000.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1890-1,"21, 36, 0"
841,1 8 9 0 - 1 - T A M A N   B U K I T   T E R A T A I,DERGAHAYU SDN. BHD.,1890,1890/04-2025/0328(R),12 Apr 2022,20 Apr 2025,-,-,-,"1890-1,",-,1890/657/1993(06),11 Jun 1992,10 Jun 1993,"RM 20,000.00",0mps,2,0,0,0,22,22,"188,000.00","188,000.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1890-1,"21, 36, 0"
842,1 8 9 0 - 1 - T A M A N   B U K I T   T E R A T A I,DERGAHAYU SDN. BHD.,1890,1890/04-2025/0328(R),12 Apr 2022,20 Apr 2025,-,-,-,"1890-1,",-,1890/657/1993(06),11 Jun 1992,10 Jun 1993,"RM 20,000.00",0mps,1,0,0,0,71,71,"75,000.00","75,000.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1890-1,"21, 36, 0"
843,1 8 9 0 - 1 - T A M A N   B U K I T   T E R A T A I,DERGAHAYU SDN. BHD.,1890,1890/04-2025/0328(R),12 Apr 2022,20 Apr 2025,-,-,-,"1890-1,",-,1890/657/1993(06),11 Jun 1992,10 Jun 1993,"RM 20,000.00",0mps,2,0,0,0,42,42,"88,000.00","88,000.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1890-1,"21, 36, 0"
844,1 8 9 0 - 1 - T A M A N   B U K I T   T E R A T A I,DERGAHAYU SDN. BHD.,1890,1890/04-2025/0328(R),12 Apr 2022,20 Apr 2025,-,-,-,"1890-1,",-,1890/657/1993(06),11 Jun 1992,10 Jun 1993,"RM 20,000.00",0mps,2,0,0,0,86,86,"99,750.00","99,750.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1890-1,"21, 36, 0"
845,1 8 9 0 - 1 - T A M A N   B U K I T   T E R A T A I,DERGAHAYU SDN. BHD.,1890,1890/04-2025/0328(R),12 Apr 2022,20 Apr 2025,-,-,-,"1890-1,",-,1890/657/1993(06),11 Jun 1992,10 Jun 1993,"RM 20,000.00",0mps,1,0,0,0,125,125,"79,000.00","79,000.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1890-1,"21, 36, 0"
846,1 8 9 0 - 1 - T A M A N   B U K I T   T E R A T A I,DERGAHAYU SDN. BHD.,1890,1890/04-2025/0328(R),12 Apr 2022,20 Apr 2025,-,-,-,"1890-1,",-,1890/657/1993(06),11 Jun 1992,10 Jun 1993,"RM 20,000.00",0mps,2,0,0,0,313,313,"93,500.00","93,500.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1890-1,"21, 36, 0"
847,1 8 9 0 - 1 - T A M A N   B U K I T   T E R A T A I,DERGAHAYU SDN. BHD.,1890,1890/04-2025/0328(R),12 Apr 2022,20 Apr 2025,-,-,-,"1890-1,",-,1890/657/1993(06),11 Jun 1992,10 Jun 1993,"RM 20,000.00",0mps,2,0,0,0,14,14,"88,000.00","88,000.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1890-1,"21, 36, 0"
848,1 8 9 0 - 1 - T A M A N   B U K I T   T E R A T A I,DERGAHAYU SDN. BHD.,1890,1890/04-2025/0328(R),12 Apr 2022,20 Apr 2025,-,-,-,"1890-1,",-,1890/657/1993(06),11 Jun 1992,10 Jun 1993,"RM 20,000.00",0mps,4,0,0,0,62,62,"145,000.00","145,000.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1890-1,"21, 36, 0"
849,1 8 9 0 - 1 - T A M A N   B U K I T   T E R A T A I,DERGAHAYU SDN. BHD.,1890,1890/04-2025/0328(R),12 Apr 2022,20 Apr 2025,-,-,-,"1890-1,",-,1890/657/1993(06),11 Jun 1992,10 Jun 1993,"RM 20,000.00",0mps,2,0,0,0,680,680,"45,000.00","46,000.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1890-1,"21, 36, 0"
850,1 8 9 0 - 1 - T A M A N   B U K I T   T E R A T A I,DERGAHAYU SDN. BHD.,1890,1890/04-2025/0328(R),12 Apr 2022,20 Apr 2025,-,-,-,"1890-1,",-,1890/657/1993(06),11 Jun 1992,10 Jun 1993,"RM 20,000.00",0mps,2,0,0,0,46,46,"56,800.00","56,800.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1890-1,"21, 36, 0"
851,1 8 9 0 - 1 - T A M A N   B U K I T   T E R A T A I,DERGAHAYU SDN. BHD.,1890,1890/04-2025/0328(R),12 Apr 2022,20 Apr 2025,-,-,-,"1890-1,",-,1890/657/1993(06),11 Jun 1992,10 Jun 1993,"RM 20,000.00",0mps,2,0,0,0,334,334,"20,000.00","20,000.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1890-1,"21, 36, 0"
